# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	30955
#@/user_id	arch
a 	啊	c=27 d=0.000665523 t=30955
wei zhuan ye 	位專業	c=2 d=2.22732e-13 t=30955
wen 	問	c=4 d=3.01348e-07 t=30955
wen ben 	文本	c=10 d=8.27241e-05 t=30955
wen ben yu 	文本域	c=1 d=1.01615e-12 t=30955
wen da 	問答	c=1 d=1.47136e-14 t=30955
wen dang 	文檔	c=14 d=5.6236e-12 t=30955
wen fou shi 	問否是	c=1 d=2.46128e-08 t=30955
wen gao 	文稿	c=1 d=1.16021e-13 t=30955
wen hao 	問好	c=1 d=2.03745e-20 t=30955
wen he 	吻合	c=1 d=4.07054e-15 t=30955
wen ji 	文集	c=1 d=1.10916e-13 t=30955
wen jian 	文件	c=311 d=0.328586 t=30955
wen jian jia 	文件夾	c=14 d=0.0001473 t=30955
wen jian ming 	文件名	c=8 d=0.000331212 t=30955
wen jian tou 	文件頭	c=1 d=1.57805e-14 t=30955
wen ming 	文明	c=3 d=0.604414 t=30955
wen ti 	問題	c=40 d=0.000169367 t=30955
wen wen 	問問	c=6 d=8.18754e-13 t=30955
wen wo 	問我	c=1 d=1.77465e-13 t=30955
wen yi xia 	問一下	c=2 d=1.11882e-19 t=30955
wen zhou shi 	溫州市	c=1 d=4.84903e-15 t=30955
wo 	我	c=95 d=0.0503029 t=30955
wo 	窩	c=1 d=9.85278e-05 t=30955
wo bu zhi dao 	我不知道	c=1 d=7.52782e-13 t=30955
wo cao 	我艹	c=1 d=1.48232e-13 t=30955
wo de 	我的	c=5 d=0.000124028 t=30955
wo deng ni 	我等你	c=1 d=9.90387e-05 t=30955
wo gan jue 	我感覺	c=1 d=1.51984e-13 t=30955
wo hai 	我還	c=1 d=1.92744e-14 t=30955
wo hai shi 	我還是	c=1 d=4.9342e-14 t=30955
wo kan 	我看	c=2 d=7.17923e-14 t=30955
wo kan kan 	我看看	c=4 d=3.96019e-14 t=30955
wo kan ni 	我看你	c=1 d=7.07232e-14 t=30955
wo kan xia 	我看下	c=6 d=1.0921e-07 t=30955
wo mei 	我沒	c=1 d=6.67295e-14 t=30955
wo mei ce 	我沒測	c=1 d=3.33211e-13 t=30955
wo men 	我們	c=21 d=0.00687647 t=30955
wo ren wei 	我認爲	c=1 d=5.25198e-13 t=30955
wo shi 	我是	c=2 d=1.4791e-13 t=30955
wo shi yao 	我是要	c=1 d=3.74788e-14 t=30955
wo shou 	握手	c=1 d=2.72152e-14 t=30955
wo shuo 	我說	c=0 d=1.66009e-23 t=30955
wo shuo de 	我說的	c=1 d=1.66841e-22 t=30955
wo wen jian 	我文件	c=1 d=4.31109e-14 t=30955
wo xian 	我先	c=0 d=4.16281e-15 t=30955
wo xian kan xia 	我先看下	c=1 d=4.18368e-14 t=30955
wo xian zai 	我現在	c=1 d=7.39788e-14 t=30955
wo ye 	我也	c=1 d=9.28691e-13 t=30955
wo zai 	我在	c=1 d=9.51715e-07 t=30955
wo zhe 	我這	c=1 d=2.0378e-22 t=30955
wo zhe li 	我這裏	c=1 d=2.37784e-14 t=30955
wo zhi dao 	我知道	c=1 d=1.49e-15 t=30955
wu 	無	c=26 d=1.49333e-08 t=30955
wu 	誤	c=2 d=2.43766e-12 t=30955
wu bai 	五百	c=0 d=1.41343e-13 t=30955
wu bai ding 	五百丁	c=1 d=1.42052e-12 t=30955
wu can shu 	無參數	c=1 d=6.71007e-13 t=30955
wu cha 	誤差	c=1 d=2.89779e-17 t=30955
wu en da 	吳恩達	c=2 d=0.000459188 t=30955
wu fa 	無法	c=14 d=2.41151e-05 t=30955
wu fa an zhuang 	無法安裝	c=1 d=0.000119165 t=30955
wu fa lian jie 	無法連接	c=1 d=2.96811e-05 t=30955
wu fa xia 	無法下	c=1 d=7.00195e-14 t=30955
wu gen 	無根	c=1 d=0.0023935 t=30955
wu guan 	無關	c=1 d=0.000685748 t=30955
wu jie 	誤解	c=1 d=5.93692e-14 t=30955
wu li 	物理	c=4 d=4.30878e-13 t=30955
wu liu 	物流	c=83 d=0.421436 t=30955
wu liu lu jing 	物流路徑	c=3 d=1.47047e-05 t=30955
wu nai 	無奈	c=1 d=1.87531e-15 t=30955
wu pi pei 	無匹配	c=2 d=9.14865e-13 t=30955
wu shan 	巫山	c=1 d=2.41336e-12 t=30955
wu shu 	無數	c=1 d=3.77642e-15 t=30955
wu xiao 	無效	c=16 d=3.61836e-12 t=30955
wu xu 	無需	c=1 d=8.68739e-22 t=30955
wu yong 	無用	c=2 d=4.95488e-12 t=30955
wu yu 	無語	c=1 d=3.90017e-12 t=30955
wu zi 	屋子	c=1 d=8.67704e-08 t=30955
xi 	吸	c=0 d=2.76265e-15 t=30955
xi 	嘻	c=1 d=4.30071e-15 t=30955
xi 	西	c=1 d=8.17451e-12 t=30955
xi hu qu 	西湖區	c=1 d=2.71164e-30 t=30955
xi huan 	喜歡	c=0 d=7.73574e-11 t=30955
xi nan 	西南	c=2 d=8.34675e-14 t=30955
xi nan lin ye da xue 	西南林業大學	c=1 d=4.7293e-15 t=30955
xi shou 	吸收	c=1 d=5.61137e-27 t=30955
xi shu 	係數	c=1 d=1.36361e-31 t=30955
xi tong 	系統	c=86 d=0.970446 t=30955
xi tong lan 	系統欄	c=1 d=1.3357e-23 t=30955
xi tong xin xi 	系統信息	c=3 d=3.04532e-13 t=30955
xi tong zhong 	系統中	c=1 d=5.49466e-15 t=30955
xi wang 	希望	c=2 d=1.46378e-12 t=30955
xi yi ji 	洗衣機	c=1 d=5.95231e-15 t=30955
xia 	下	c=42 d=0.000290296 t=30955
xia ban 	下班	c=2 d=8.29945e-14 t=30955
xia ban hou 	下班後	c=1 d=4.61252e-15 t=30955
xia bu liao 	下不了	c=1 d=2.00092e-13 t=30955
xia dan 	下單	c=1 d=4.50645e-06 t=30955
xia dan fang 	下單方	c=3 d=4.6437e-06 t=30955
xia hua xian 	下劃線	c=7 d=2.99968e-12 t=30955
xia jiang 	下降	c=3 d=0.498862 t=30955
xia la 	下拉	c=1 d=1.45648e-12 t=30955
xia la kuang 	下拉框	c=49 d=7.96679e-12 t=30955
xia la tiao 	下拉條	c=1 d=1.26706e-20 t=30955
xia lai 	下來	c=3 d=2.1353e-13 t=30955
xia mian 	下面	c=4 d=1.30099e-07 t=30955
xia pu 	夏普	c=1 d=1.14571e-12 t=30955
xia wu 	下午	c=3 d=3.17202e-12 t=30955
xia yi 	下一	c=0 d=6.76115e-15 t=30955
xia yi bu 	下一步	c=1 d=6.13253e-13 t=30955
xia yi hang 	下一行	c=1 d=6.79503e-14 t=30955
xia yue 	下月	c=2 d=2.95752e-14 t=30955
xia zai 	下載	c=21 d=1.12326e-06 t=30955
xia zhou 	下週	c=1 d=0.000133688 t=30955
xian 	先	c=19 d=7.62627e-07 t=30955
xian 	現	c=2 d=4.17288e-13 t=30955
xian 	線	c=2 d=0.000887071 t=30955
xian cheng 	線程	c=1 d=0.00440507 t=30955
xian dai 	現代	c=1 d=3.32181e-06 t=30955
xian hou 	先後	c=1 d=2.24013e-18 t=30955
xian lai 	先來	c=1 d=2.16234e-14 t=30955
xian shi 	現實	c=1 d=3.98926e-13 t=30955
xian shi 	顯式	c=1 d=5.63281e-13 t=30955
xian shi 	顯示	c=81 d=0.435537 t=30955
xian shi lie 	顯示列	c=11 d=4.13584e-13 t=30955
xian shi xiang 	顯示項	c=1 d=7.7851e-26 t=30955
xian shi zhi 	顯示值	c=1 d=1.19864e-14 t=30955
xian xiang 	現象	c=1 d=2.54367e-13 t=30955
xian xing 	線性	c=9 d=0.227981 t=30955
xian xing hui gui 	線性回歸	c=1 d=2.30239e-17 t=30955
xian you 	現有	c=1 d=1.04205e-14 t=30955
xian zai 	現在	c=35 d=0.0224475 t=30955
xian zeng 	嫌憎	c=1 d=4.27036e-20 t=30955
xian zhi 	限制	c=2 d=4.2019e-12 t=30955
xiang 	像	c=1 d=5.22579e-13 t=30955
xiang 	向	c=20 d=0.000220948 t=30955
xiang 	想	c=3 d=1.84802e-16 t=30955
xiang 	箱	c=1 d=2.29207e-23 t=30955
xiang 	響	c=2 d=1.36742e-05 t=30955
xiang 	項	c=9 d=1.84876e-12 t=30955
xiang dang yu 	相當於	c=1 d=0.00096827 t=30955
xiang dao 	想到	c=1 d=1.26976e-13 t=30955
xiang dao zhe 	想到這	c=1 d=5.63281e-13 t=30955
xiang deng 	相等	c=1 d=2.59505e-13 t=30955
xiang dui 	相對	c=5 d=4.15482e-12 t=30955
xiang fa 	想法	c=1 d=3.18549e-13 t=30955
xiang gang 	香港	c=4 d=6.1324e-05 t=30955
xiang guan 	相關	c=31 d=0.0104037 t=30955
xiang jin 	詳盡	c=1 d=9.05763e-13 t=30955
xiang lai 	向來	c=1 d=1.91287e-13 t=30955
xiang liang 	向量	c=6 d=0.625449 t=30955
xiang mu 	項目	c=55 d=0.00010736 t=30955
xiang mu hao 	項目號	c=3 d=2.18984e-12 t=30955
xiang qi lai 	想起來	c=2 d=2.99373e-13 t=30955
xiang shang 	向上	c=1 d=7.27016e-15 t=30955
xiang su 	像素	c=0 d=0.0214381 t=30955
xiang tong 	相同	c=27 d=0.63429 t=30955
xiang tou 	相投	c=1 d=1.67131e-13 t=30955
xiang xi 	詳細	c=44 d=9.21116e-12 t=30955
xiang xia 	向下	c=5 d=5.10819e-09 t=30955
xiang yao 	想要	c=8 d=0.144424 t=30955
xiang ying 	相應	c=22 d=0.00146527 t=30955
xiang ying 	響應	c=7 d=1.48873e-05 t=30955
xiang ying ma 	相應嗎	c=1 d=6.38279e-13 t=30955
xiang ying ma 	響應碼	c=2 d=1.31923e-12 t=30955
xiang ying ti 	響應體	c=2 d=6.85865e-06 t=30955
xiang zhi chi 	想支持	c=1 d=1.85666e-15 t=30955
xiao 	小	c=7 d=0.00701363 t=30955
xiao 	笑	c=1 d=7.08582e-07 t=30955
xiao 	蕭	c=1 d=0.000153011 t=30955
xiao bai 	小白	c=1 d=9.03577e-14 t=30955
xiao chu 	消除	c=1 d=1.63004e-13 t=30955
xiao dao 	小到	c=1 d=6.36741e-14 t=30955
xiao du 	消毒	c=2 d=1.84805e-07 t=30955
xiao du ye 	消毒液	c=1 d=9.12192e-08 t=30955
xiao fei 	消費	c=1 d=2.22244e-13 t=30955
xiao fei zhe 	消費者	c=1 d=3.30806e-16 t=30955
xiao gong ju 	小工具	c=1 d=2.30717e-12 t=30955
xiao guo 	效果	c=2 d=1.64217e-12 t=30955
xiao he 	小鶴	c=1 d=4.52121e-15 t=30955
xiao hong 	小紅	c=0 d=2.66718e-13 t=30955
xiao hong dian 	小紅點	c=5 d=1.47949e-11 t=30955
xiao hong shu 	小紅書	c=1 d=2.82528e-13 t=30955
xiao hui 	銷毀	c=1 d=1.16885e-12 t=30955
xiao huo ban 	小夥伴	c=1 d=1.65468e-13 t=30955
xiao jie 	小結	c=6 d=1.3042e-12 t=30955
xiao jing mo 	蕭井默	c=1 d=2.2282e-14 t=30955
xiao lang hao 	小狼毫	c=2 d=3.97948e-12 t=30955
xiao lv 	效率	c=2 d=1.2662e-12 t=30955
xiao mao 	小貓	c=1 d=6.14421e-06 t=30955
xiao mi 	小米	c=5 d=8.50523e-08 t=30955
xiao pin 	小品	c=1 d=2.70749e-12 t=30955
xiao qu 	校區	c=0 d=8.38286e-15 t=30955
xiao shi 	小時	c=4 d=7.53432e-12 t=30955
xiao shi hou 	小時候	c=1 d=1.23813e-13 t=30955
xiao shi lie 	小時列	c=1 d=3.11435e-12 t=30955
xiao shou 	銷售	c=73 d=0.312002 t=30955
xiao shou bi zhong 	銷售幣種	c=1 d=7.76896e-31 t=30955
xiao shou duan 	銷售段	c=1 d=5.32576e-30 t=30955
xiao shou e 	銷售額	c=1 d=1.43504e-14 t=30955
xiao shou zhi jie fei 	銷售直接費	c=1 d=2.67727e-27 t=30955
xiao shu 	小數	c=8 d=5.84701e-10 t=30955
xiao shu dian 	小數點	c=7 d=7.01086e-14 t=30955
xiao shu wei 	小數位	c=2 d=1.48555e-11 t=30955
xiao si 	笑死	c=1 d=3.24984e-13 t=30955
xiao wang 	消亡	c=1 d=5.83244e-11 t=30955
xiao xi 	消息	c=49 d=1.89313e-11 t=30955
xiao xie 	小寫	c=4 d=2.25621e-12 t=30955
xiao xin dian 	小心點	c=1 d=3.88072e-12 t=30955
xiao xue 	小學	c=0 d=5.57673e-14 t=30955
xiao xue shang 	小學上	c=1 d=5.60469e-13 t=30955
xiao yu 	小於	c=3 d=2.02103e-13 t=30955
xiao yuan 	校園	c=1 d=9.10459e-15 t=30955
xiao zhi 	小值	c=1 d=2.78511e-21 t=30955
xie 	些	c=1 d=3.80452e-14 t=30955
xie 	寫	c=26 d=7.8981e-12 t=30955
xie 	斜	c=1 d=2.44984e-12 t=30955
xie 	謝	c=9 d=1.17817e-07 t=30955
xie de 	寫的	c=3 d=1.45222e-07 t=30955
xie ge 	寫個	c=1 d=3.3471e-07 t=30955
xie hao 	寫好	c=1 d=1.44921e-12 t=30955
xie hong 	謝紅	c=1 d=1.16603e-13 t=30955
xie hui 	寫回	c=1 d=8.81118e-12 t=30955
xie jin guo 	謝金國	c=17 d=1.20485e-07 t=30955
xie le 	寫了	c=2 d=4.67905e-07 t=30955
xie le 	謝了	c=1 d=2.6888e-14 t=30955
xie le yi ge 	謝了一個	c=1 d=8.85685e-14 t=30955
xie mao mao 	謝毛毛	c=1 d=4.4539e-15 t=30955
xie ru 	寫入	c=30 d=0.860708 t=30955
xie shu ju ku 	寫數據庫	c=1 d=2.79812e-17 t=30955
xie wen jian 	寫文件	c=1 d=2.29605e-14 t=30955
xie wen zhang 	寫文章	c=1 d=1.75157e-06 t=30955
xie xia 	寫下	c=1 d=1.41343e-12 t=30955
xie xie 	謝謝	c=10 d=4.65976e-05 t=30955
xie yi 	協議	c=23 d=0.000495606 t=30955
xie zai 	卸載	c=4 d=2.00958e-05 t=30955
xie zuo 	寫作	c=1 d=1.20486e-16 t=30955
xin 	信	c=2 d=1.12865e-12 t=30955
xin 	新	c=32 d=0.00861393 t=30955
xin ban ben 	新版本	c=1 d=2.46849e-13 t=30955
xin de 	新的	c=7 d=1.05593e-10 t=30955
xin gui 	新規	c=17 d=9.47693e-05 t=30955
xin gui bian geng 	新規變更	c=1 d=9.14554e-09 t=30955
xin hang 	新行	c=3 d=6.31927e-13 t=30955
xin hao 	信號	c=1 d=5.94344e-15 t=30955
xin hua mian 	新畫面	c=2 d=2.28057e-12 t=30955
xin ji lu 	新紀錄	c=1 d=8.76723e-12 t=30955
xin jia po 	新加坡	c=1 d=1.27497e-05 t=30955
xin jian 	新建	c=19 d=4.25627e-12 t=30955
xin jie dian 	新節點	c=2 d=1.84603e-10 t=30955
xin kuan 	新款	c=1 d=7.28524e-10 t=30955
xin li 	心裏	c=2 d=1.67009e-13 t=30955
xin li de 	新立德	c=3 d=1.801e-14 t=30955
xin nian 	新年	c=2 d=6.43496e-12 t=30955
xin ping zi 	新瓶子	c=2 d=1.42219e-12 t=30955
xin ren 	新人	c=1 d=2.60806e-13 t=30955
xin shi jian 	新事件	c=2 d=2.21297e-11 t=30955
xin shi jie 	新世界	c=2 d=1.16842 t=30955
xin shui 	心水	c=1 d=3.81437e-15 t=30955
xin xi 	信息	c=295 d=0.0468809 t=30955
xin xu 	心虛	c=1 d=1.73951e-13 t=30955
xin xue 	心血	c=1 d=1.07899e-12 t=30955
xin ye mian 	新頁面	c=4 d=0.00016178 t=30955
xin yong 	信用	c=3 d=2.03228e-13 t=30955
xin yong ka 	信用卡	c=6 d=3.15165e-05 t=30955
xin zeng 	新增	c=148 d=3.42055 t=30955
xin zhuang 	新裝	c=1 d=6.09033e-20 t=30955
xin zi duan 	新字段	c=1 d=3.03271e-23 t=30955
xing 	型	c=1 d=2.83944e-13 t=30955
xing 	性	c=11 d=2.52972e-12 t=30955
xing 	星	c=1 d=2.9038e-12 t=30955
xing 	行	c=3 d=1.11742e-12 t=30955
xing bie 	性別	c=5 d=1.58839e-13 t=30955
xing bu xing 	行不行	c=1 d=2.60132e-12 t=30955
xing che 	行車	c=1 d=3.09882e-12 t=30955
xing cheng 	形成	c=1 d=3.75694e-13 t=30955
xing fu 	幸福	c=0 d=4.89775e-16 t=30955
xing fu dong lu 	幸福東路	c=1 d=4.9223e-15 t=30955
xing hao 	型號	c=1 d=2.82528e-13 t=30955
xing ming 	姓名	c=5 d=2.53098e-13 t=30955
xing neng 	性能	c=1 d=3.85271e-15 t=30955
xing ru 	形如	c=5 d=0.715338 t=30955
xing shi 	形式	c=10 d=6.4864e-11 t=30955
xing tao 	興桃	c=1 d=8.28226e-19 t=30955
xing wei 	行爲	c=4 d=6.32079e-16 t=30955
xing zheng 	行政	c=3 d=8.44835e-13 t=30955
xing zhi 	性質	c=2 d=0.000549058 t=30955
xing zhuang 	形狀	c=29 d=1.52303 t=30955
xiu 	修	c=1 d=6.44804e-16 t=30955
xiu 	秀	c=3 d=1.73336e-14 t=30955
xiu fu 	修復	c=73 d=0.965605 t=30955
xiu gai 	修改	c=367 d=0.00578035 t=30955
xiu gai biao 	修改表	c=1 d=0.00444934 t=30955
xiu gai hou 	修改後	c=3 d=4.05691e-12 t=30955
xiu gai ren 	修改人	c=5 d=3.45915e-12 t=30955
xiu gai ri qi 	修改日期	c=1 d=4.49787e-13 t=30955
xiu gai shi 	修改時	c=1 d=3.37374e-12 t=30955
xiu gai shi jian 	修改時間	c=1 d=1.08983e-12 t=30955
xiu lian 	修煉	c=1 d=5.87786e-14 t=30955
xiu xi 	休息	c=1 d=1.12302e-12 t=30955
xiu xiu 	秀秀	c=1 d=2.88932e-12 t=30955
xiu yan 	秀沿	c=1 d=8.66053e-15 t=30955
xiu yi yuan 	修醫院	c=1 d=6.48037e-15 t=30955
xiu zhen 	修真	c=1 d=6.88109e-15 t=30955
xu 	需	c=4 d=3.53816e-13 t=30955
xu hao 	序號	c=2 d=6.80953e-12 t=30955
xu ke 	許可	c=1 d=4.16707e-26 t=30955
xu lie 	序列	c=12 d=1.45648e-12 t=30955
xu lie hua 	序列化	c=8 d=1.07489e-12 t=30955
xu ni 	虛擬	c=1 d=6.72398e-09 t=30955
xu ni hao 	虛擬號	c=1 d=6.75769e-08 t=30955
xu ni ji 	虛擬機	c=2 d=1.6019e-14 t=30955
xu qian 	續簽	c=1 d=9.67414e-23 t=30955
xu qiu 	需求	c=2 d=1.79713e-14 t=30955
xu shi xian 	需實現	c=1 d=2.44984e-12 t=30955
xu yao 	需要	c=75 d=0.0166754 t=30955
xuan 	選	c=2 d=3.85205e-13 t=30955
xuan bu 	宣佈	c=1 d=1.92711e-12 t=30955
xuan dan 	選單	c=1 d=3.81502e-17 t=30955
xuan ran 	渲染	c=2 d=7.19659e-13 t=30955
xuan xiang 	選項	c=2 d=7.08943e-13 t=30955
xuan ze 	選擇	c=77 d=0.000954579 t=30955
xuan ze qi 	選擇器	c=1 d=2.03116e-13 t=30955
xuan ze ti 	選擇題	c=1 d=1.48975e-13 t=30955
xuan zhong 	選中	c=17 d=0.00147572 t=30955
xuan zhong hang 	選中行	c=2 d=2.3016e-13 t=30955
xue 	學	c=3 d=4.10014e-12 t=30955
xue 	薛	c=1 d=0.56836 t=30955
xue fei 	學費	c=2 d=9.26451e-14 t=30955
xue feng 	雪峯	c=0 d=5.19972e-14 t=30955
xue guo 	學過	c=2 d=1.19555e-13 t=30955
xue hui 	學會	c=3 d=3.48959e-14 t=30955
xue lei shi 	血淚史	c=1 d=3.89143e-15 t=30955
xue sheng 	學生	c=3 d=1.62276e-12 t=30955
xue wei 	學位	c=2 d=7.5258e-31 t=30955
xue xi 	學習	c=16 d=1.27751 t=30955
xue xiao 	學校	c=1 d=4.1938e-13 t=30955
xue xin wang 	學信網	c=2 d=6.86713e-12 t=30955
xue yuan 	學院	c=5 d=9.13965e-13 t=30955
xun 	訓	c=0 d=4.06003e-15 t=30955
xun 	詢	c=7 d=4.22213e-05 t=30955
xun 	迅	c=4 d=9.30966e-13 t=30955
xun bao jia 	詢報價	c=10 d=0.0728029 t=30955
xun han 	醺酣	c=0 d=4.20107e-05 t=30955
xun han lei xing 	詢函類型	c=5 d=0.00227666 t=30955
xun han lei xing 	醺酣類型	c=1 d=0.000422213 t=30955
xun huan 	循環	c=19 d=0.636239 t=30955
xun jia 	詢價	c=85 d=0.0159184 t=30955
xun jia fang 	詢價方	c=3 d=1.06778e-11 t=30955
xun lei 	迅雷	c=3 d=1.78786e-12 t=30955
xun lian 	訓練	c=7 d=0.530078 t=30955
xun long gao shou 	訓龍高手	c=1 d=4.08039e-14 t=30955
xun wen 	詢問	c=1 d=4.22054e-29 t=30955
ya 	亞	c=1 d=2.0729e-17 t=30955
ya 	呀	c=5 d=2.43031e-06 t=30955
ya 	雅	c=1 d=3.17781e-14 t=30955
ya hei 	雅黑	c=8 d=1.77357e-11 t=30955
ya ma 	亞馬	c=1 d=8.07778e-19 t=30955
ya ma xun 	亞馬遜	c=6 d=0.583338 t=30955
ya suo 	壓縮	c=2 d=4.77681e-15 t=30955
yan 	岩	c=1 d=5.11883e-05 t=30955
yan 	炎	c=1 d=3.87709e-13 t=30955
yan 	言	c=1 d=3.42472e-12 t=30955
yan 	豔	c=1 d=3.51142e-12 t=30955
yan fa bu 	研發部	c=1 d=4.12069e-12 t=30955
yan jin 	演進	c=1 d=4.92146e-13 t=30955
yan jiu 	研究	c=1 d=6.57718e-13 t=30955
yan ma 	掩碼	c=1 d=1.86564e-13 t=30955
yan se 	顏色	c=6 d=4.10035e-12 t=30955
yan xi 	沿襲	c=1 d=2.12465e-13 t=30955
yan zheng 	炎症	c=1 d=3.77578e-13 t=30955
yan zheng 	驗證	c=23 d=9.56323e-05 t=30955
yan zheng ma 	驗證碼	c=2 d=0.00015861 t=30955
yang 	樣	c=1 d=6.47927e-13 t=30955
yang ben 	樣本	c=11 d=0.968407 t=30955
yang chang bi duan 	揚長避短	c=1 d=5.46634e-13 t=30955
yang pu 	楊浦	c=1 d=9.19451e-13 t=30955
yang pu qu 	楊浦區	c=1 d=6.83257e-20 t=30955
yang shi 	樣式	c=17 d=6.70019e-12 t=30955
yang zi 	樣子	c=1 d=1.93243e-15 t=30955
yao 	要	c=44 d=0.000308729 t=30955
yao bu 	要不	c=2 d=8.68146e-14 t=30955
yao cong 	要從	c=1 d=9.98607e-14 t=30955
yao ding zhi 	要定製	c=1 d=3.45197e-17 t=30955
yao he 	要和	c=1 d=1.55456e-14 t=30955
yao jia 	要加	c=1 d=3.50295e-13 t=30955
yao jiang 	要將	c=1 d=2.09551e-27 t=30955
yao me 	要麼	c=1 d=1.94326e-13 t=30955
yao me kao 	要麼靠	c=1 d=1.78355e-13 t=30955
yao qiu 	要求	c=4 d=2.50241e-13 t=30955
yao shi 	要是	c=2 d=4.1631e-13 t=30955
yao shi 	鑰匙	c=2 d=3.43504e-12 t=30955
yao wang 	要望	c=30 d=4.77816e-06 t=30955
yao wang cai gou jia 	要望採購價	c=1 d=1.07102e-13 t=30955
yao wang jia 	要望價	c=66 d=1.59094e-05 t=30955
yao yao huang huang 	搖搖晃晃	c=1 d=1.71805e-14 t=30955
yao yao wang 	要要望	c=1 d=1.32791e-13 t=30955
ye 	也	c=17 d=0.000194994 t=30955
ye 	液	c=1 d=9.89376e-08 t=30955
ye 	頁	c=21 d=1.20441e-08 t=30955
ye bu zhi dao 	也不知道	c=1 d=4.92146e-13 t=30955
ye cheng 	也稱	c=0 d=0.00357931 t=30955
ye cheng wei 	也稱爲	c=1 d=0.0359725 t=30955
ye hui 	也會	c=1 d=2.79764e-15 t=30955
ye jiu 	也就	c=1 d=6.11774e-14 t=30955
ye jiu shi 	也就是	c=1 d=1.9613e-13 t=30955
ye ke yi 	也可以	c=5 d=2.59436e-12 t=30955
ye mei 	也沒	c=1 d=2.17318e-14 t=30955
ye mian 	頁面	c=215 d=1.06126 t=30955
ye mian shang 	頁面上	c=3 d=7.13715e-21 t=30955
ye shi 	也是	c=5 d=1.67449e-06 t=30955
ye shu 	頁數	c=1 d=2.03642e-14 t=30955
ye wu 	業務	c=66 d=2.33536e-05 t=30955
ye wu biao 	業務表	c=4 d=8.10641e-13 t=30955
ye wu ming xi 	業務明細	c=2 d=0.000141247 t=30955
ye ying 	夜鶯	c=1 d=3.20974e-14 t=30955
yi 	一	c=9 d=0.0110536 t=30955
yi 	乙	c=2 d=4.34452e-09 t=30955
yi 	以	c=11 d=5.4626e-05 t=30955
yi 	已	c=21 d=0.00014018 t=30955
yi 	怡	c=1 d=8.74759e-15 t=30955
yi 	易	c=1 d=7.05048e-07 t=30955
yi 	義	c=2 d=5.17509e-20 t=30955
yi an zhuang 	已安裝	c=1 d=3.04584e-15 t=30955
yi ba 	一把	c=1 d=9.21831e-14 t=30955
yi ban 	一般	c=5 d=6.51959e-14 t=30955
yi bei 	已被	c=1 d=2.12979e-12 t=30955
yi bu 	一部	c=1 d=5.4422e-15 t=30955
yi bu 	異步	c=3 d=1.25512e-11 t=30955
yi bu diao yong 	一部調用	c=1 d=1.57805e-14 t=30955
yi bu yi bu 	一步一步	c=1 d=9.14865e-13 t=30955
yi chang 	異常	c=6 d=2.56278e-12 t=30955
yi chu 	溢出	c=1 d=2.49372e-15 t=30955
yi chu 	移出	c=0 d=2.68657e-10 t=30955
yi chu 	移除	c=3 d=3.38794e-08 t=30955
yi ci 	一次	c=10 d=0.376689 t=30955
yi ci xing 	一次性	c=8 d=2.26681e-05 t=30955
yi cun zai 	已存在	c=6 d=1.08441e-12 t=30955
yi da dui 	一大堆	c=1 d=3.09882e-12 t=30955
yi dao 	移到	c=4 d=1.31425e-09 t=30955
yi deng lu 	已登錄	c=2 d=3.92768e-12 t=30955
yi di 	一滴	c=1 d=1.09265e-13 t=30955
yi ding 	一定	c=2 d=2.21391e-13 t=30955
yi dong 	移動	c=8 d=0.00153671 t=30955
yi duan 	一段	c=1 d=1.09001e-14 t=30955
yi dui 	一堆	c=1 d=9.63932e-10 t=30955
yi dui duo 	一對多	c=1 d=5.35901e-15 t=30955
yi fen 	一份	c=1 d=1.39766e-27 t=30955
yi fu 	依附	c=2 d=4.31284e-11 t=30955
yi fu yu 	依附於	c=1 d=2.33599e-11 t=30955
yi ge 	一個	c=46 d=0.181638 t=30955
yi ge ge 	一個個	c=1 d=1.16021e-13 t=30955
yi ge jie dian 	一個節點	c=1 d=4.87084e-09 t=30955
yi ge ren 	一個人	c=1 d=4.94614e-13 t=30955
yi ge yue 	一個月	c=5 d=3.73292e-14 t=30955
yi gong 	一共	c=2 d=3.93247e-12 t=30955
yi gong hua le 	一共花了	c=1 d=3.69145e-12 t=30955
yi hang 	一行	c=13 d=4.30816e-06 t=30955
yi hou 	以後	c=10 d=0.0196437 t=30955
yi huang 	一晃	c=1 d=7.49154e-15 t=30955
yi ji 	以及	c=8 d=1.24e-09 t=30955
yi jian 	一件	c=1 d=3.92987e-13 t=30955
yi jiang 	已將	c=1 d=1.16302e-12 t=30955
yi jiao 	一較	c=1 d=1.78355e-13 t=30955
yi jie jue 	已解決	c=2 d=2.24128e-12 t=30955
yi jing 	已經	c=16 d=6.67324e-07 t=30955
yi ju 	依據	c=1 d=2.22781e-12 t=30955
yi ju hua 	一句話	c=1 d=3.72919e-14 t=30955
yi ke shu 	一棵樹	c=1 d=2.11369e-11 t=30955
yi ku 	移庫	c=13 d=9.77129e-07 t=30955
yi ku yi chu 	移庫移出	c=1 d=2.70004e-09 t=30955
yi ku zai tu 	移庫在途	c=1 d=2.78227e-09 t=30955
yi kuai qian 	一塊錢	c=1 d=1.07899e-12 t=30955
yi lai 	依賴	c=38 d=0.0040521 t=30955
yi lai bao 	依賴包	c=1 d=0.0100518 t=30955
