# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	30955
#@/user_id	win7
a 	啊	c=27 d=3.3874 t=29248
wo de 	我的	c=5 d=1 t=29156
wo deng ni 	我等你	c=1 d=1 t=29111
wo gan jue 	我感覺	c=1 d=0.0361528 t=25716
wo hai 	我還	c=1 d=0.00458484 t=25716
wo hai shi 	我還是	c=1 d=0.0117371 t=25716
wo kan 	我看	c=2 d=0.0170774 t=25716
wo kan kan 	我看看	c=4 d=0.00942019 t=25716
wo kan ni 	我看你	c=1 d=0.0168231 t=25716
wo kan xia 	我看下	c=6 d=1.00001 t=27749
wo mei 	我沒	c=1 d=0.0158731 t=25716
wo mei ce 	我沒測	c=1 d=0.0792617 t=25716
wo men 	我們	c=21 d=1.00035 t=29959
wo ren wei 	我認爲	c=1 d=0.12493 t=25716
wo shi 	我是	c=2 d=0.0351837 t=25716
wo shi yao 	我是要	c=1 d=0.00891518 t=25716
wo shou 	握手	c=1 d=0.00647375 t=25716
wo shuo 	我說	c=0 d=3.9489e-012 t=25716
wo shuo de 	我說的	c=1 d=3.96869e-011 t=25716
wo wen jian 	我文件	c=1 d=0.0102549 t=25716
wo xian 	我先	c=0 d=0.000990218 t=25716
wo xian kan xia 	我先看下	c=1 d=0.00995182 t=25716
wo xian zai 	我現在	c=1 d=0.0175975 t=25716
wo ye 	我也	c=1 d=0.22091 t=25716
wo zai 	我在	c=1 d=1 t=28182
wo zhe 	我這	c=1 d=4.84737e-011 t=25716
wo zhe li 	我這裏	c=1 d=0.00565622 t=25716
wo zhi dao 	我知道	c=1 d=0.00035443 t=25716
wu 	無	c=26 d=1.00033 t=27351
wu 	誤	c=2 d=0.579853 t=25716
wu bai 	五百	c=0 d=0.0336216 t=25716
wu bai ding 	五百丁	c=1 d=0.337902 t=25716
wu can shu 	無參數	c=1 d=0.159614 t=25716
wu cha 	誤差	c=1 d=6.89303e-006 t=25716
wu en da 	吳恩達	c=2 d=1.92312 t=29287
wu fa 	無法	c=14 d=0.203381 t=29147
wu fa an zhuang 	無法安裝	c=1 d=1 t=29148
wu fa lian jie 	無法連接	c=1 d=1 t=28870
wu fa xia 	無法下	c=1 d=0.0166557 t=25716
wu gen 	無根	c=1 d=1 t=29748
wu guan 	無關	c=1 d=1 t=29498
wu jie 	誤解	c=1 d=0.0141223 t=25716
wu li 	物理	c=4 d=0.102494 t=25716
wu liu 	物流	c=83 d=1.01604 t=30779
wu liu lu jing 	物流路徑	c=3 d=1.82696 t=28609
wu nai 	無奈	c=1 d=0.000446085 t=25716
wu pi pei 	無匹配	c=2 d=0.217621 t=25716
wu shan 	巫山	c=1 d=0.574072 t=25716
wu shu 	無數	c=1 d=0.000898306 t=25716
wu xiao 	無效	c=16 d=0.860708 t=25716
wu xu 	無需	c=1 d=2.06649e-010 t=25716
wu yong 	無用	c=2 d=1.17863 t=25716
wu yu 	無語	c=1 d=0.927743 t=25716
wu zi 	屋子	c=1 d=1 t=27703
xi 	吸	c=0 d=0.000657159 t=25716
xi 	嘻	c=1 d=0.00102302 t=25716
xi 	西	c=1 d=1 t=25849
xi hu qu 	西湖區	c=1 d=6.45024e-019 t=25716
xi huan 	喜歡	c=0 d=0.1 t=26759
xi nan 	西南	c=2 d=0.0198546 t=25716
xi nan lin ye da xue 	西南林業大學	c=1 d=0.00112497 t=25716
xi shou 	吸收	c=1 d=1.33479e-015 t=25716
xi shu 	係數	c=1 d=3.24366e-020 t=25716
xi tong 	系統	c=86 d=1.00269 t=29132
xi tong lan 	系統欄	c=1 d=3.17727e-012 t=25716
xi tong xin xi 	系統信息	c=3 d=0.0724398 t=25716
xi tong zhong 	系統中	c=1 d=1 t=24388
xi wang 	希望	c=2 d=0.348192 t=25716
xi yi ji 	洗衣機	c=1 d=0.00141589 t=25716
xia 	下	c=42 d=1.00039 t=29326
xia ban 	下班	c=2 d=0.0197421 t=25716
xia ban hou 	下班後	c=1 d=0.00109719 t=25716
xia bu liao 	下不了	c=1 d=1 t=25107
xia dan 	下單	c=1 d=1 t=28493
xia dan fang 	下單方	c=3 d=1 t=28499
xia hua xian 	下劃線	c=7 d=0.71354 t=25716
xia jiang 	下降	c=3 d=2.16967 t=30661
xia la 	下拉	c=1 d=0.346456 t=25716
xia la kuang 	下拉框	c=49 d=1.37611 t=25780
xia la tiao 	下拉條	c=1 d=3.01399e-009 t=25716
xia lai 	下來	c=3 d=0.0507928 t=25716
xia mian 	下面	c=4 d=1.00003 t=27784
xia pu 	夏普	c=1 d=0.272532 t=25716
xia wu 	下午	c=3 d=0.754536 t=25716
xia yi 	下一	c=0 d=0.00160829 t=25716
xia yi bu 	下一步	c=1 d=0.145876 t=25716
xia yi hang 	下一行	c=1 d=0.0161635 t=25716
xia yue 	下月	c=2 d=0.00703512 t=25716
xia zai 	下載	c=21 d=1.97531 t=28079
xia zhou 	下週	c=1 d=1 t=29171
xian 	先	c=19 d=1.00351 t=28137
xian 	現	c=2 d=0.0992613 t=25716
xian 	線	c=2 d=0.1 t=30010
xian cheng 	線程	c=1 d=1 t=29870
xian dai 	現代	c=1 d=1 t=28432
xian hou 	先後	c=1 d=5.32864e-007 t=25716
xian lai 	先來	c=1 d=0.00514361 t=25716
xian shi 	現實	c=1 d=0.0948935 t=25716
xian shi 	顯式	c=1 d=0.133989 t=25716
xian shi 	顯示	c=81 d=1.02411 t=30784
xian shi lie 	顯示列	c=11 d=0.0983802 t=25716
xian shi xiang 	顯示項	c=1 d=1.85186e-014 t=25716
xian shi zhi 	顯示值	c=1 d=1 t=24544
xian xiang 	現象	c=1 d=0.0605068 t=25716
xian xing 	線性	c=9 d=3.82481 t=30391
xian xing hui gui 	線性回歸	c=1 d=5.47674e-006 t=25716
xian you 	現有	c=1 d=0.00247875 t=25716
xian zai 	現在	c=35 d=2.62066 t=30003
xian zeng 	嫌憎	c=1 d=1.0158e-008 t=25716
xian zhi 	限制	c=2 d=0.999515 t=25716
xiang 	像	c=1 d=0.124307 t=25716
xiang 	向	c=20 d=0.1 t=29732
xiang 	想	c=3 d=4.39594e-005 t=25716
xiang 	箱	c=1 d=5.45221e-012 t=25716
xiang 	響	c=2 d=1 t=28715
xiang 	項	c=9 d=0.439769 t=25716
xiang dang yu 	相當於	c=1 d=1 t=29567
xiang dao 	想到	c=1 d=0.030204 t=25716
xiang dao zhe 	想到這	c=1 d=0.133989 t=25716
xiang deng 	相等	c=1 d=0.0617291 t=25716
xiang dui 	相對	c=5 d=0.988317 t=25716
xiang fa 	想法	c=1 d=1 t=25200
xiang gang 	香港	c=4 d=3.30574 t=28776
xiang guan 	相關	c=31 d=1.00442 t=30041
xiang jin 	詳盡	c=1 d=0.215456 t=25716
xiang lai 	向來	c=1 d=0.045502 t=25716
xiang liang 	向量	c=6 d=2.87403 t=30650
xiang mu 	項目	c=55 d=1.98511 t=28990
xiang mu hao 	項目號	c=3 d=0.520903 t=25716
xiang qi lai 	想起來	c=2 d=0.0712125 t=25716
xiang shang 	向上	c=1 d=0.00172937 t=25716
xiang su 	像素	c=0 d=0.1 t=30647
xiang tong 	相同	c=27 d=5.9581 t=30507
xiang tou 	相投	c=1 d=0.0397558 t=25716
xiang xi 	詳細	c=44 d=2.19108 t=25716
xiang xia 	向下	c=5 d=2.61844 t=26944
xiang yao 	想要	c=8 d=1 t=30568
xiang ying 	相應	c=22 d=1.00933 t=29648
xiang ying 	響應	c=7 d=1 t=28732
xiang ying ma 	相應嗎	c=1 d=0.151829 t=25716
xiang ying ma 	響應碼	c=2 d=0.313809 t=25716
xiang ying ti 	響應體	c=2 d=1 t=28577
xiang zhi chi 	想支持	c=1 d=0.000441647 t=25716
xiao 	小	c=7 d=1.0001 t=29963
xiao 	笑	c=1 d=1 t=28123
xiao 	蕭	c=1 d=1 t=29198
xiao bai 	小白	c=1 d=0.0214936 t=25716
xiao chu 	消除	c=1 d=0.0387742 t=25716
xiao dao 	小到	c=1 d=0.0151463 t=25716
xiao du 	消毒	c=2 d=2.0361 t=27712
xiao du ye 	消毒液	c=1 d=1 t=27713
xiao fei 	消費	c=1 d=1 t=25128
xiao fei zhe 	消費者	c=1 d=7.86896e-005 t=25716
xiao gong ju 	小工具	c=1 d=0.548812 t=25716
xiao guo 	效果	c=2 d=0.390628 t=25716
xiao he 	小鶴	c=1 d=0.00107547 t=25716
xiao hong 	小紅	c=0 d=0.0634448 t=25716
xiao hong dian 	小紅點	c=5 d=3.5193 t=25716
xiao hong shu 	小紅書	c=1 d=1 t=25176
xiao hui 	銷毀	c=1 d=0.278037 t=25716
xiao huo ban 	小夥伴	c=1 d=0.0393602 t=25716
xiao jie 	小結	c=6 d=0.310234 t=25716
xiao jing mo 	蕭井默	c=1 d=0.00530026 t=25716
xiao lang hao 	小狼毫	c=2 d=0.946608 t=25716
xiao lv 	效率	c=2 d=0.301194 t=25716
xiao mao 	小貓	c=1 d=1 t=28555
xiao mi 	小米	c=5 d=1 t=27699
xiao pin 	小品	c=1 d=0.644036 t=25716
xiao qu 	校區	c=0 d=0.00199405 t=25716
xiao shi 	小時	c=4 d=1.04964 t=25823
xiao shi hou 	小時候	c=1 d=1 t=25011
xiao shi lie 	小時列	c=1 d=0.740818 t=25716
xiao shou 	銷售	c=73 d=1.02046 t=30718
xiao shou bi zhong 	銷售幣種	c=1 d=1.84802e-019 t=25716
xiao shou duan 	銷售段	c=1 d=1.26685e-018 t=25716
xiao shou e 	銷售額	c=1 d=0.00341356 t=25716
xiao shou zhi jie fei 	銷售直接費	c=1 d=6.36848e-016 t=25716
xiao shu 	小數	c=8 d=1.00008 t=26703
xiao shu dian 	小數點	c=7 d=0.0166769 t=25716
xiao shu wei 	小數位	c=2 d=1.03288 t=25962
xiao si 	笑死	c=1 d=0.0773047 t=25716
xiao wang 	消亡	c=1 d=1 t=26242
xiao xi 	消息	c=49 d=4.50323 t=25716
xiao xie 	小寫	c=4 d=0.536691 t=25716
xiao xin dian 	小心點	c=1 d=0.923116 t=25716
xiao xue 	小學	c=0 d=0.0132655 t=25716
xiao xue shang 	小學上	c=1 d=0.13332 t=25716
xiao yu 	小於	c=3 d=0.0480747 t=25716
xiao yuan 	校園	c=1 d=0.00216573 t=25716
xiao zhi 	小值	c=1 d=6.625e-010 t=25716
xie 	些	c=1 d=0.00904991 t=25716
xie 	寫	c=26 d=1.87874 t=25716
xie 	斜	c=1 d=0.582748 t=25716
xie 	謝	c=9 d=1.96574 t=27629
xie de 	寫的	c=3 d=1 t=27806
xie ge 	寫個	c=1 d=1 t=27973
xie hao 	寫好	c=1 d=0.344728 t=25716
xie hong 	謝紅	c=1 d=0.0277367 t=25716
xie hui 	寫回	c=1 d=1 t=25864
xie jin guo 	謝金國	c=17 d=1.98033 t=27632
xie le 	寫了	c=2 d=1 t=28040
xie le 	謝了	c=1 d=0.00639591 t=25716
xie le yi ge 	謝了一個	c=1 d=0.021068 t=25716
xie mao mao 	謝毛毛	c=1 d=0.00105946 t=25716
xie ru 	寫入	c=30 d=1 t=30925
xie shu ju ku 	寫數據庫	c=1 d=6.65595e-006 t=25716
xie wen jian 	寫文件	c=1 d=1 t=24674
xie wen zhang 	寫文章	c=1 d=1 t=28304
xie xia 	寫下	c=1 d=0.336216 t=25716
xie xie 	謝謝	c=10 d=1.00104 t=28960
xie yi 	協議	c=23 d=1.00027 t=29433
xie zai 	卸載	c=4 d=1 t=28792
xie zuo 	寫作	c=1 d=2.86602e-005 t=25716
xin 	信	c=2 d=0.268474 t=25716
xin 	新	c=32 d=1.44864 t=29930
xin ban ben 	新版本	c=1 d=0.0587185 t=25716
xin de 	新的	c=7 d=2.08251 t=26214
xin gui 	新規	c=17 d=3.61805 t=28845
xin gui bian geng 	新規變更	c=1 d=1 t=27253
xin hang 	新行	c=3 d=0.150318 t=25716
xin hao 	信號	c=1 d=0.00141378 t=25716
xin hua mian 	新畫面	c=2 d=0.542484 t=25716
xin ji lu 	新紀錄	c=1 d=1 t=25863
xin jia po 	新加坡	c=1 d=1 t=28701
xin jian 	新建	c=19 d=1.01245 t=25716
xin jie dian 	新節點	c=2 d=1.00219 t=26472
xin kuan 	新款	c=1 d=1 t=26747
xin li 	心裏	c=2 d=0.0397269 t=25716
xin li de 	新立德	c=3 d=0.00428407 t=25716
xin nian 	新年	c=2 d=1.5307 t=25716
xin ping zi 	新瓶子	c=2 d=0.3383 t=25716
xin ren 	新人	c=1 d=0.0620385 t=25716
xin shi jian 	新事件	c=2 d=1.956 t=25914
xin shi jie 	新世界	c=2 d=1.99501 t=30848
xin shui 	心水	c=1 d=0.000907334 t=25716
xin xi 	信息	c=295 d=0.860584 t=30373
xin xu 	心虛	c=1 d=0.0413782 t=25716
xin xue 	心血	c=1 d=0.256661 t=25716
xin ye mian 	新頁面	c=4 d=1.97531 t=29073
xin yong 	信用	c=3 d=0.0483424 t=25716
xin yong ka 	信用卡	c=6 d=1 t=28882
xin zeng 	新增	c=148 d=4.4808 t=30901
xin zhuang 	新裝	c=1 d=1.44872e-008 t=25716
xin zi duan 	新字段	c=1 d=7.21398e-012 t=25716
xing 	型	c=1 d=0.0675424 t=25716
xing 	性	c=11 d=0.601751 t=25716
xing 	星	c=1 d=0.690734 t=25716
xing 	行	c=3 d=0.265803 t=25716
xing bie 	性別	c=5 d=0.0377833 t=25716
xing bu xing 	行不行	c=1 d=0.618783 t=25716
xing che 	行車	c=1 d=0.737123 t=25716
xing cheng 	形成	c=1 d=0.0893673 t=25716
xing fu 	幸福	c=0 d=0.000116504 t=25716
xing fu dong lu 	幸福東路	c=1 d=0.00117088 t=25716
xing hao 	型號	c=1 d=0.0672055 t=25716
xing ming 	姓名	c=5 d=0.060205 t=25716
xing neng 	性能	c=1 d=0.000916453 t=25716
xing ru 	形如	c=5 d=1 t=30888
xing shi 	形式	c=10 d=1.59404 t=26170
xing tao 	興桃	c=1 d=1.97012e-007 t=25716
xing wei 	行爲	c=4 d=0.000150354 t=25716
xing zheng 	行政	c=3 d=0.200963 t=25716
xing zhi 	性質	c=2 d=1.0754 t=29439
xing zhuang 	形狀	c=29 d=6.96365 t=30651
xiu 	修	c=1 d=0.000153381 t=25716
xiu 	秀	c=3 d=0.00412319 t=25716
xiu fu 	修復	c=73 d=1 t=30948
xiu gai 	修改	c=367 d=1.30566 t=29871
xiu gai biao 	修改表	c=1 d=1 t=29872
xiu gai hou 	修改後	c=3 d=0.965026 t=25716
xiu gai ren 	修改人	c=5 d=0.822835 t=25716
xiu gai ri qi 	修改日期	c=1 d=0.106992 t=25716
xiu gai shi 	修改時	c=1 d=0.802519 t=25716
xiu gai shi jian 	修改時間	c=1 d=0.25924 t=25716
xiu lian 	修煉	c=1 d=0.0139818 t=25716
xiu xi 	休息	c=1 d=0.267135 t=25716
xiu xiu 	秀秀	c=1 d=0.687289 t=25716
xiu yan 	秀沿	c=1 d=0.0020601 t=25716
xiu yi yuan 	修醫院	c=1 d=0.0015415 t=25716
xiu zhen 	修真	c=1 d=0.00163682 t=25716
xu 	需	c=4 d=0.084163 t=25716
xu hao 	序號	c=2 d=1.6198 t=25716
xu ke 	許可	c=1 d=9.9123e-015 t=25716
xu lie 	序列	c=12 d=0.346456 t=25716
xu lie hua 	序列化	c=8 d=0.255687 t=25716
xu ni 	虛擬	c=1 d=0.1 t=27652
xu ni hao 	虛擬號	c=1 d=1 t=27653
xu ni ji 	虛擬機	c=2 d=0.00381048 t=25716
xu qian 	續簽	c=1 d=2.30121e-011 t=25716
xu qiu 	需求	c=2 d=0.00427488 t=25716
xu shi xian 	需實現	c=1 d=0.582748 t=25716
xu yao 	需要	c=75 d=1.93707 t=30004
xuan 	選	c=2 d=0.0916297 t=25716
xuan bu 	宣佈	c=1 d=0.458406 t=25716
xuan dan 	選單	c=1 d=9.07488e-006 t=25716
xuan ran 	渲染	c=2 d=0.171187 t=25716
xuan xiang 	選項	c=2 d=0.168638 t=25716
xuan ze 	選擇	c=77 d=2.63995 t=29370
xuan ze qi 	選擇器	c=1 d=0.0483156 t=25716
xuan ze ti 	選擇題	c=1 d=0.035437 t=25716
xuan zhong 	選中	c=17 d=1.00139 t=29651
xuan zhong hang 	選中行	c=2 d=0.0547488 t=25716
xue 	學	c=3 d=0.97531 t=25716
xue 	薛	c=1 d=1 t=30842
xue fei 	學費	c=2 d=0.0220377 t=25716
xue feng 	雪峯	c=0 d=0.0123687 t=25716
xue guo 	學過	c=2 d=0.0284388 t=25716
xue hui 	學會	c=3 d=0.00830078 t=25716
xue lei shi 	血淚史	c=1 d=0.000925663 t=25716
xue sheng 	學生	c=3 d=0.38601 t=25716
xue wei 	學位	c=2 d=1.79018e-019 t=25716
xue xi 	學習	c=16 d=2.30461 t=30837
xue xiao 	學校	c=1 d=0.0997588 t=25716
xue xin wang 	學信網	c=2 d=1.6335 t=25716
xue yuan 	學院	c=5 d=0.217407 t=25716
xun 	訓	c=0 d=0.00096577 t=25716
xun 	詢	c=7 d=0.1 t=29401
xun 	迅	c=4 d=0.221451 t=25716
xun bao jia 	詢報價	c=10 d=1 t=30431
xun han 	醺酣	c=0 d=0.1 t=29400
xun han lei xing 	詢函類型	c=5 d=4.73487 t=29427
xun han lei xing 	醺酣類型	c=1 d=1 t=29401
xun huan 	循環	c=19 d=2.68537 t=30667
xun jia 	詢價	c=85 d=4.78134 t=29814
xun jia fang 	詢價方	c=3 d=2.53996 t=25716
xun lei 	迅雷	c=3 d=0.425283 t=25716
xun lian 	訓練	c=7 d=3.22286 t=30594
xun long gao shou 	訓龍高手	c=1 d=0.00970611 t=25716
xun wen 	詢問	c=1 d=1.00395e-017 t=25716
ya 	亞	c=1 d=4.93085e-006 t=25716
ya 	呀	c=5 d=1.28083 t=28320
ya 	雅	c=1 d=0.00755912 t=25716
ya hei 	雅黑	c=8 d=4.21883 t=25716
ya ma 	亞馬	c=1 d=1.92148e-007 t=25716
ya ma xun 	亞馬遜	c=6 d=1.00603 t=30846
ya suo 	壓縮	c=2 d=0.00113627 t=25716
yan 	岩	c=1 d=1 t=28979
yan 	炎	c=1 d=0.0922253 t=25716
yan 	言	c=1 d=0.814647 t=25716
yan 	豔	c=1 d=0.83527 t=25716
yan fa bu 	研發部	c=1 d=0.980199 t=25716
yan jin 	演進	c=1 d=0.117068 t=25716
yan jiu 	研究	c=1 d=0.156453 t=25716
yan ma 	掩碼	c=1 d=0.0443785 t=25716
yan se 	顏色	c=6 d=0.975359 t=25716
yan xi 	沿襲	c=1 d=0.0505395 t=25716
yan zheng 	炎症	c=1 d=0.0898153 t=25716
yan zheng 	驗證	c=23 d=1 t=29104
yan zheng ma 	驗證碼	c=2 d=1.7788 t=29090
yang 	樣	c=1 d=0.154124 t=25716
yang ben 	樣本	c=11 d=4.40569 t=30652
yang chang bi duan 	揚長避短	c=1 d=0.130029 t=25716
yang pu 	楊浦	c=1 d=0.218712 t=25716
yang pu qu 	楊浦區	c=1 d=1.62528e-008 t=25716
yang shi 	樣式	c=17 d=1.59379 t=25716
yang zi 	樣子	c=1 d=0.000459671 t=25716
yao 	要	c=44 d=1.94829 t=29205
yao bu 	要不	c=2 d=0.0206508 t=25716
yao cong 	要從	c=1 d=0.0237541 t=25716
yao ding zhi 	要定製	c=1 d=8.21129e-006 t=25716
yao he 	要和	c=1 d=1 t=24596
yao jia 	要加	c=1 d=0.0833256 t=25716
yao jiang 	要將	c=1 d=4.98464e-016 t=25716
yao me 	要麼	c=1 d=0.0462249 t=25716
yao me kao 	要麼靠	c=1 d=0.0424257 t=25716
yao qiu 	要求	c=4 d=0.0595255 t=25716
yao shi 	要是	c=2 d=0.0990286 t=25716
yao shi 	鑰匙	c=2 d=0.817101 t=25716
yao wang 	要望	c=30 d=1.20147 t=28468
yao wang cai gou jia 	要望採購價	c=1 d=0.0254765 t=25716
yao wang jia 	要望價	c=66 d=4.69454 t=28436
yao yao huang huang 	搖搖晃晃	c=1 d=0.00408677 t=25716
yao yao wang 	要要望	c=1 d=0.0315873 t=25716
ye 	也	c=17 d=1.00246 t=29246
ye 	液	c=1 d=1.09005 t=27712
ye 	頁	c=21 d=1.00031 t=27308
ye bu zhi dao 	也不知道	c=1 d=0.117068 t=25716
ye cheng 	也稱	c=0 d=0.1 t=30289
ye cheng wei 	也稱爲	c=1 d=1 t=30290
ye hui 	也會	c=1 d=0.000665481 t=25716
ye jiu 	也就	c=1 d=0.0145524 t=25716
ye jiu shi 	也就是	c=1 d=0.0466538 t=25716
ye ke yi 	也可以	c=5 d=0.617127 t=25716
ye mei 	也沒	c=1 d=0.00516939 t=25716
ye mian 	頁面	c=215 d=2.5205 t=30782
ye mian shang 	頁面上	c=3 d=1.69773e-009 t=25716
ye shi 	也是	c=5 d=1 t=28295
ye shu 	頁數	c=1 d=0.00484407 t=25716
ye wu 	業務	c=66 d=1.64912 t=28722
ye wu biao 	業務表	c=4 d=0.192829 t=25716
ye wu ming xi 	業務明細	c=2 d=1 t=29182
ye ying 	夜鶯	c=1 d=0.00763509 t=25716
yi 	一	c=9 d=1 t=30054
yi 	乙	c=2 d=1.99501 t=26966
yi 	以	c=11 d=1 t=28992
yi 	已	c=21 d=0.1 t=29641
yi 	怡	c=1 d=0.00208081 t=25716
yi 	易	c=1 d=1 t=28122
yi 	義	c=2 d=1.23101e-008 t=25716
yi an zhuang 	已安裝	c=1 d=0.000724521 t=25716
yi ba 	一把	c=1 d=0.0219278 t=25716
yi ban 	一般	c=5 d=0.0155083 t=25716
yi bei 	已被	c=1 d=0.506617 t=25716
yi bu 	一部	c=1 d=0.00129455 t=25716
yi bu 	異步	c=3 d=1.01897 t=25931
yi bu diao yong 	一部調用	c=1 d=0.00375375 t=25716
yi bu yi bu 	一步一步	c=1 d=0.217621 t=25716
yi chang 	異常	c=6 d=0.609614 t=25716
yi chu 	溢出	c=1 d=1 t=24230
yi chu 	移出	c=0 d=0.1 t=27008
yi chu 	移除	c=3 d=1.05079 t=27505
yi ci 	一次	c=10 d=1.57407 t=30669
yi ci xing 	一次性	c=8 d=1.00045 t=28816
yi cun zai 	已存在	c=6 d=0.25795 t=25716
yi da dui 	一大堆	c=1 d=0.737123 t=25716
yi dao 	移到	c=4 d=1 t=26865
yi deng lu 	已登錄	c=2 d=0.934287 t=25716
yi di 	一滴	c=1 d=0.0259911 t=25716
yi ding 	一定	c=2 d=0.0526628 t=25716
yi dong 	移動	c=8 d=1.02213 t=29655
yi duan 	一段	c=1 d=0.00259284 t=25716
yi dui 	一堆	c=1 d=1 t=26803
yi dui duo 	一對多	c=1 d=0.00127476 t=25716
yi fen 	一份	c=1 d=3.32464e-016 t=25716
yi fu 	依附	c=2 d=1.99005 t=26044
yi fu yu 	依附於	c=1 d=1 t=26059
yi ge 	一個	c=46 d=1.00427 t=30613
yi ge ge 	一個個	c=1 d=0.0275983 t=25716
yi ge jie dian 	一個節點	c=1 d=1 t=27127
yi ge ren 	一個人	c=1 d=0.117655 t=25716
yi ge yue 	一個月	c=5 d=0.00887958 t=25716
yi gong 	一共	c=2 d=0.935426 t=25716
yi gong hua le 	一共花了	c=1 d=0.878095 t=25716
yi hang 	一行	c=13 d=1 t=28484
yi hou 	以後	c=10 d=1 t=30169
yi huang 	一晃	c=1 d=0.00178203 t=25716
yi ji 	以及	c=8 d=1.00185 t=26853
yi jian 	一件	c=1 d=0.0934807 t=25716
yi jiang 	已將	c=1 d=1 t=25459
yi jiao 	一較	c=1 d=0.0424257 t=25716
yi jie jue 	已解決	c=2 d=0.533139 t=25716
yi jing 	已經	c=16 d=1.00001 t=28111
yi ju 	依據	c=1 d=0.529935 t=25716
yi ju hua 	一句話	c=1 d=0.00887071 t=25716
yi ke shu 	一棵樹	c=1 d=1 t=26039
yi ku 	移庫	c=13 d=1.04222 t=28179
yi ku yi chu 	移庫移出	c=1 d=1 t=27009
yi ku zai tu 	移庫在途	c=1 d=1 t=27015
yi kuai qian 	一塊錢	c=1 d=0.256661 t=25716
yi lai 	依賴	c=38 d=0.405141 t=30034
yi lai bao 	依賴包	c=1 d=1 t=30035
yi lai zhu ru 	依賴注入	c=1 d=0.263158 t=25716
yi lan 	一覽	c=63 d=5.30044 t=25716
yi lie 	一列	c=1 d=0.0731714 t=25716
yi liu 	遺留	c=3 d=0.328745 t=25716
yi min 	移民	c=3 d=2.92644 t=29955
yi ming 	一名	c=1 d=0.00238156 t=25716
yi nian 	一年	c=1 d=1 t=27627
yi qi 	一起	c=3 d=0.0108988 t=25716
yi qian 	一千	c=1 d=0.177284 t=25716
yi qian 	以前	c=5 d=0.0415857 t=25716
yi qie 	一切	c=1 d=0.238115 t=25716
yi que ren 	已確認	c=2 d=0.0288686 t=25716
yi que yi guai 	一瘸一拐	c=2 d=0.00395233 t=25716
yi qun 	一羣	c=1 d=0.190139 t=25716
yi ru 	移入	c=5 d=1.97404 t=26878
yi shan chu 	已刪除	c=1 d=8.17312e-010 t=25716
yi sheng cheng 	已生成	c=3 d=0.838071 t=25716
yi shi 	一時	c=1 d=0.254107 t=25716
yi shu 	藝術	c=1 d=1.05982e-007 t=25716
yi shuang 	一雙	c=1 d=0.677057 t=25716
yi si 	意思	c=5 d=0.606531 t=25716
yi sou 	一搜	c=1 d=0.733447 t=25716
yi suan chu 	已算出	c=1 d=1 t=29642
yi tao 	一套	c=1 d=0.0325493 t=25716
yi tian 	一天	c=2 d=2.75423e-008 t=25716
yi tian jia 	已添加	c=1 d=7.06993e-010 t=25716
yi tiao 	一條	c=23 d=2.97286 t=28490
yi wai 	以外	c=2 d=0.0742736 t=25716
yi wan cheng 	已完成	c=3 d=0.00402854 t=25716
yi wen 	疑問	c=2 d=0.0987662 t=25716
yi wu 	役物	c=0 d=4.56819e-020 t=25716
yi xi 	一席	c=1 d=0.00133343 t=25716
yi xia 	一下	c=17 d=2.5848 t=29330
yi xia 	以下	c=4 d=1 t=27545
yi xie 	一些	c=10 d=2.86091 t=27585
yi xiu gai 	已修改	c=2 d=1.55752e-007 t=25716
yi yang 	一樣	c=1 d=0.100001 t=27953
yi yi 	意義	c=3 d=0.683861 t=25716
yi you 	已有	c=1 d=7.46713e-006 t=25716
yi yuan 	醫院	c=5 d=1 t=28389
yi zhang 	一張	c=2 d=1 t=30056
yi zhen 	一陣	c=1 d=0.00311976 t=25716
yi zhi 	一直	c=4 d=0.0812682 t=25716
yi zhi 	一致	c=4 d=0.00653881 t=25716
yi zhi ding 	已指定	c=3 d=3.08613e-009 t=25716
yi zhi xing 	一致性	c=1 d=1 t=28814
yi zhong 	一種	c=3 d=0.277198 t=25716
yi zu 	一組	c=1 d=0.256661 t=25716
yi zu he 	已組合	c=2 d=6.25215e-005 t=25716
yin 	音	c=1 d=0.000280202 t=25716
yin biao 	音標	c=5 d=3.49644 t=25716
yin cang 	隱藏	c=7 d=1.006 t=29143
yin dao 	引導	c=1 d=0.000944363 t=25716
yin hang 	銀行	c=7 d=0.895834 t=25716
yin hang ka 	銀行卡	c=2 d=0.563084 t=25716
yin hang ka hao 	銀行卡號	c=1 d=0.0262523 t=25716
yin hao 	引號	c=3 d=0.00366917 t=25716
yin jin 	引進	c=1 d=1 t=29997
yin ni 	隱匿	c=1 d=0.0119145 t=25716
yin qing 	引擎	c=6 d=1.99005 t=27431
yin ru 	引入	c=10 d=1 t=30034
yin she 	隱射	c=1 d=0.000689186 t=25716
yin wei 	因爲	c=7 d=1.00003 t=26824
yin xiang 	印象	c=1 d=0.00128757 t=25716
yin yong 	引用	c=5 d=1 t=29505
ying 	營	c=0 d=0.00558548 t=25716
ying bang 	英鎊	c=1 d=1 t=25716
ying da 	應答	c=1 d=1 t=25925
ying gai 	應該	c=14 d=1.61224 t=28324
ying gai shi 	應該是	c=2 d=1 t=30009
ying hua 	櫻花	c=1 d=4.76125e-006 t=25716
