# Rime user dictionary
#@/db_name	luna_pinyin.userdb.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	24192
#@/user_id	win7
a 	啊	c=76 d=3.54831 t=24192
xiao bai 	小白	c=3 d=0.0214936 t=24192
xiao bo 	小波	c=0 d=0.00100518 t=24192
xiao bo 	曉波	c=2 d=0.0244157 t=24192
xiao cai 	小菜	c=1 d=7.48646e-007 t=24192
xiao chu 	消除	c=1 d=0.0387742 t=24192
xiao dao 	小刀	c=1 d=4.3559e-018 t=24192
xiao dao 	小到	c=1 d=0.0151463 t=24192
xiao fei zhe 	消費者	c=1 d=7.86896e-005 t=24192
xiao gong ju 	小工具	c=1 d=0.548812 t=24192
xiao gong si 	小公司	c=1 d=3.40996e-020 t=24192
xiao guo 	效果	c=3 d=0.390628 t=24192
xiao hao 	消耗	c=1 d=3.81502e-017 t=24192
xiao he 	小鶴	c=1 d=0.00107547 t=24192
xiao hei 	小黑	c=1 d=6.84211e-007 t=24192
xiao hong 	小紅	c=0 d=0.0634448 t=24192
xiao hong dian 	小紅點	c=5 d=3.5193 t=24192
xiao hu 	銷戶	c=1 d=9.04192e-022 t=24192
xiao hua 	笑話	c=1 d=8.70691e-019 t=24192
xiao hui 	銷毀	c=1 d=0.278037 t=24192
xiao huo ban 	小夥伴	c=1 d=0.0393602 t=24192
xiao ji 	校級	c=2 d=1.49542e-017 t=24192
xiao jie 	小結	c=1 d=0.0706512 t=24192
xiao jing mo 	蕭井默	c=2 d=0.00530026 t=24192
xiao lang hao 	小狼毫	c=2 d=0.980267 t=24192
xiao le 	小了	c=1 d=2.13384e-005 t=24192
xiao luo si ding 	小螺絲釘	c=1 d=4.3522e-008 t=24192
xiao lv 	效率	c=2 d=0.301194 t=24192
xiao ma ge 	小馬哥	c=1 d=8.40601e-017 t=24192
xiao mao 	小貓	c=1 d=0.0086517 t=24192
xiao mao bing 	小毛病	c=1 d=5.88185e-022 t=24192
xiao mao mi 	小貓咪	c=1 d=0.50409 t=24192
xiao mei qiu 	小煤球	c=1 d=3.04791e-023 t=24192
xiao mi 	小米	c=11 d=0.0100504 t=24192
xiao mu gou 	小母狗	c=1 d=1.47774e-006 t=24192
xiao nai mao 	小奶貓	c=3 d=0.0227377 t=24192
xiao nei 	校內	c=1 d=4.62526e-018 t=24192
xiao pin 	小品	c=1 d=0.644036 t=24192
xiao qu 	校區	c=0 d=0.00199405 t=24192
xiao shi 	小時	c=2 d=0.0847662 t=24192
xiao shi lie 	小時列	c=1 d=0.740818 t=24192
xiao shou 	銷售	c=52 d=1.31593 t=24192
xiao shou bi zhong 	銷售幣種	c=1 d=1.84802e-019 t=24192
xiao shou duan 	銷售段	c=1 d=1.26685e-018 t=24192
xiao shou e 	銷售額	c=1 d=0.00341356 t=24192
xiao shou shu 	小手術	c=1 d=1.35917e-022 t=24192
xiao shou zhi jie fei 	銷售直接費	c=1 d=6.36848e-016 t=24192
xiao shu 	小數	c=7 d=0.0105421 t=24192
xiao shu dian 	小數點	c=7 d=0.0166769 t=24192
xiao si 	笑死	c=1 d=0.0773047 t=24192
xiao si le 	笑死了	c=1 d=2.1717e-006 t=24192
xiao tie jiang 	小鐵匠	c=1 d=1.83943e-023 t=24192
xiao tu dao 	小土刀	c=8 d=2.58138 t=24192
xiao wen ti 	小問題	c=3 d=0.000380723 t=24192
xiao xi 	消息	c=48 d=4.50323 t=24192
xiao xie 	小寫	c=4 d=0.536691 t=24192
xiao xin dian 	小心點	c=1 d=0.923116 t=24192
xiao xue 	小學	c=0 d=0.0132655 t=24192
xiao xue mei 	小學妹	c=1 d=9.16765e-008 t=24192
xiao xue shang 	小學上	c=1 d=0.13332 t=24192
xiao yan 	消炎	c=3 d=1.37892 t=24192
xiao yan yao 	消炎藥	c=1 d=0.0081887 t=24192
xiao yu 	小於	c=7 d=0.0480747 t=24192
xiao yuan 	校園	c=1 d=0.00628242 t=24192
xiao zhi 	小值	c=1 d=6.625e-010 t=24192
xie 	些	c=2 d=0.00904991 t=24192
xie 	寫	c=26 d=1.87874 t=24192
xie 	攜	c=1 d=0.0213864 t=24192
xie 	斜	c=1 d=0.582748 t=24192
xie 	謝	c=12 d=1.94439 t=24192
xie dao 	寫到	c=1 d=4.71628e-012 t=24192
xie de 	寫的	c=7 d=0.130407 t=24192
xie hao 	寫好	c=1 d=0.344728 t=24192
xie hong 	謝紅	c=1 d=0.0277367 t=24192
xie jin guo 	謝金國	c=15 d=1.79659 t=24192
xie le 	寫了	c=1 d=0.00460782 t=24192
xie le 	謝了	c=1 d=0.00639591 t=24192
xie le yi ge 	謝了一個	c=1 d=0.021068 t=24192
xie mao mao 	謝毛毛	c=1 d=0.00105946 t=24192
xie ru 	寫入	c=24 d=2.58094 t=24192
xie shou 	攜手	c=1 d=0.0098528 t=24192
xie shu ju ku 	寫數據庫	c=1 d=6.65595e-006 t=24192
xie xia 	寫下	c=1 d=0.336216 t=24192
xie xie 	謝謝	c=17 d=1.27073 t=24192
xie yi 	協議	c=20 d=0.808916 t=24192
xie yi ge 	寫一個	c=2 d=1.94282e-011 t=24192
xie zai 	卸載	c=7 d=1.63379 t=24192
xie zuo 	寫作	c=1 d=2.86602e-005 t=24192
xin 	信	c=2 d=0.268474 t=24192
xin 	心	c=2 d=0.000539429 t=24192
xin 	新	c=14 d=0.763631 t=24192
xin bai lun 	新百倫	c=1 d=1.15086e-006 t=24192
xin ban ben 	新版本	c=1 d=0.0587185 t=24192
xin bu fan 	心不凡	c=1 d=1.22032e-019 t=24192
xin che 	新車	c=1 d=2.96862e-007 t=24192
xin de 	新的	c=3 d=0.335636 t=24192
xin dong fang 	新東方	c=1 d=1.51881e-005 t=24192
xin fang zi 	新房子	c=1 d=1.13234e-021 t=24192
xin gui 	新規	c=13 d=1.20644 t=24192
xin hang 	新行	c=3 d=0.150318 t=24192
xin hao 	信號	c=1 d=0.00141378 t=24192
xin hua mian 	新畫面	c=2 d=0.542484 t=24192
xin ji shu 	新技術	c=1 d=1.8202e-017 t=24192
xin jian 	新建	c=20 d=1.01245 t=24192
xin ku 	辛苦	c=1 d=1.04241e-018 t=24192
xin li 	心裏	c=3 d=0.0397269 t=24192
xin li de 	新立德	c=3 d=0.00428407 t=24192
xin ming ci 	新名詞	c=1 d=1.82932e-017 t=24192
xin nian 	信念	c=1 d=0.0163259 t=24192
xin nian 	新年	c=2 d=1.5307 t=24192
xin ping zi 	新瓶子	c=2 d=0.3383 t=24192
xin qu 	新區	c=1 d=6.31048e-026 t=24192
xin ren 	新人	c=1 d=0.0620385 t=24192
xin sheng 	新生	c=1 d=7.60478e-015 t=24192
xin shui 	心水	c=1 d=0.000907334 t=24192
xin tong 	心痛	c=1 d=0.0948935 t=24192
xin wen 	新聞	c=1 d=2.66256e-021 t=24192
xin xi 	信息	c=264 d=4.16099 t=24192
xin xian 	新鮮	c=2 d=3.15378e-017 t=24192
xin xiang wang 	心嚮往	c=1 d=1.14392e-023 t=24192
xin xu 	心虛	c=1 d=0.0413782 t=24192
xin xue 	心血	c=1 d=0.256661 t=24192
xin ye mian 	新頁面	c=2 d=2.77554e-009 t=24192
xin yong 	信用	c=3 d=0.0483424 t=24192
xin yong ka 	信用卡	c=5 d=1.88194 t=24192
xin zeng 	新增	c=113 d=4.16921 t=24192
xin zhuang 	新裝	c=1 d=2.97579e-006 t=24192
xin zi duan 	新字段	c=1 d=7.21398e-012 t=24192
xing 	型	c=1 d=0.0675424 t=24192
xing 	性	c=11 d=0.601751 t=24192
xing 	星	c=1 d=0.690734 t=24192
xing 	興	c=25 d=5.78925e-006 t=24192
xing 	行	c=4 d=0.265803 t=24192
xing ai 	性愛	c=0 d=2.4267e-019 t=24192
xing bie 	性別	c=5 d=0.0377833 t=24192
xing bu xing 	行不行	c=1 d=0.618783 t=24192
xing che 	行車	c=1 d=0.737123 t=24192
xing cheng 	形成	c=2 d=0.0893673 t=24192
xing dong pai 	行動派	c=1 d=1.30948e-025 t=24192
xing fu 	幸福	c=0 d=0.000116504 t=24192
xing fu dong lu 	幸福東路	c=1 d=0.00117088 t=24192
xing hao 	型號	c=1 d=0.0672055 t=24192
xing hao 	幸好	c=1 d=1.78416e-017 t=24192
xing ji 	星際	c=1 d=8.78544e-007 t=24192
xing lai 	醒來	c=0 d=2.57142e-024 t=24192
xing ming 	姓名	c=5 d=0.060205 t=24192
xing neng 	性能	c=3 d=0.193443 t=24192
xing qiu 	星球	c=1 d=3.0448e-011 t=24192
xing qu 	興趣	c=1 d=6.4015e-018 t=24192
xing ru 	形如	c=2 d=0.0902655 t=24192
xing shi 	形式	c=8 d=0.248568 t=24192
xing tao 	興桃	c=1 d=2.77461e-006 t=24192
xing wei 	行爲	c=4 d=0.000150354 t=24192
xing xing 	行星	c=1 d=3.06006e-011 t=24192
xing yun liu shui 	行雲流水	c=1 d=4.01199e-021 t=24192
xing zheng 	行政	c=3 d=0.200963 t=24192
xiong mao 	熊貓	c=5 d=3.98804e-006 t=24192
xiong xin 	雄心	c=2 d=8.628e-021 t=24192
xiu 	修	c=6 d=1.72566 t=24192
xiu 	秀	c=7 d=0.949492 t=24192
xiu de 	修得	c=1 d=0.263158 t=24192
xiu fu 	修復	c=72 d=5.00809 t=24192
xiu gai 	修改	c=338 d=6.38517 t=24192
xiu gai hou 	修改後	c=3 d=0.965026 t=24192
xiu gai ren 	修改人	c=5 d=0.822835 t=24192
xiu gai ri qi 	修改日期	c=1 d=0.106992 t=24192
xiu gai shi 	修改時	c=1 d=0.802519 t=24192
xiu gai shi jian 	修改時間	c=1 d=0.25924 t=24192
xiu lian 	修煉	c=1 d=0.0139818 t=24192
xiu xi 	休息	c=1 d=0.960789 t=24192
xiu xiu 	修修	c=1 d=0.292293 t=24192
xiu xiu 	秀秀	c=1 d=0.687289 t=24192
xiu yan 	秀沿	c=1 d=0.0020601 t=24192
xiu yan lu 	秀沿路	c=3 d=0.847894 t=24192
xiu yi yuan 	修醫院	c=1 d=0.0015415 t=24192
xiu zhen 	修真	c=1 d=0.00163682 t=24192
xu 	序	c=2 d=0.000636403 t=24192
xu 	需	c=4 d=0.084163 t=24192
xu hao 	序號	c=2 d=1.6198 t=24192
xu ke 	許可	c=1 d=9.9123e-015 t=24192
xu liang 	徐良	c=3 d=1.47034e-022 t=24192
xu lie 	序列	c=12 d=0.346456 t=24192
xu lie hua 	序列化	c=8 d=0.255687 t=24192
xu ni 	虛擬	c=1 d=0.25924 t=24192
xu ni ji 	虛擬機	c=32 d=0.451581 t=24192
xu qian 	續簽	c=1 d=2.30121e-011 t=24192
xu qiu 	需求	c=2 d=0.00427488 t=24192
xu ruo xuan 	徐若瑄	c=1 d=2.68977e-023 t=24192
xu shi xian 	需實現	c=1 d=0.582748 t=24192
xu wei 	虛僞	c=1 d=5.89507e-019 t=24192
xu yao 	需要	c=55 d=3.68355 t=24192
xuan 	選	c=2 d=0.0916297 t=24192
xuan bu 	宣佈	c=1 d=0.458406 t=24192
xuan chuan 	宣傳	c=1 d=4.37848e-020 t=24192
xuan dan 	選單	c=1 d=9.07488e-006 t=24192
xuan ji 	選集	c=1 d=2.35258e-006 t=24192
xuan ju 	選舉	c=1 d=0.0231676 t=24192
xuan qu 	選取	c=1 d=5.11083e-016 t=24192
xuan ran 	渲染	c=2 d=0.171187 t=24192
xuan xi 	選系	c=1 d=1.37306e-024 t=24192
xuan xiang 	選項	c=5 d=0.846658 t=24192
xuan yao 	炫耀	c=1 d=5.09937e-019 t=24192
xuan ze 	選擇	c=59 d=5.11861 t=24192
xuan ze qi 	選擇器	c=1 d=0.0483156 t=24192
xuan ze ti 	選擇題	c=1 d=0.035437 t=24192
xuan zhong 	選中	c=15 d=0.959548 t=24192
xuan zhong hang 	選中行	c=2 d=0.0547488 t=24192
xuan zhuan 	旋轉	c=1 d=5.1916e-024 t=24192
xue 	學	c=17 d=0.97531 t=24192
xue 	雪	c=2 d=2.5785e-006 t=24192
xue 	靴	c=1 d=1.12245e-006 t=24192
xue ba 	學霸	c=1 d=3.01707e-021 t=24192
xue de 	學得	c=1 d=0.474734 t=24192
xue fei 	學費	c=2 d=0.0220377 t=24192
xue feng 	雪峯	c=0 d=0.0123687 t=24192
xue guo 	學過	c=2 d=0.0284388 t=24192
xue hao 	學好	c=1 d=1.41685e-011 t=24192
xue hui 	學會	c=4 d=0.00830078 t=24192
xue ke 	學科	c=1 d=1.87143e-020 t=24192
xue lei shi 	血淚史	c=1 d=0.000925663 t=24192
xue mei 	雪梅	c=3 d=6.10129e-007 t=24192
xue shen me 	學什麼	c=1 d=6.93702e-022 t=24192
xue sheng 	學生	c=4 d=0.38601 t=24192
xue wei 	學位	c=2 d=2.01026e-009 t=24192
xue xi 	學習	c=48 d=0.657906 t=24192
xue xiao 	學校	c=2 d=0.0997588 t=24192
xue xin wang 	學信網	c=2 d=1.6335 t=24192
xue ye 	學業	c=3 d=7.35971e-012 t=24192
xue yuan 	學員	c=1 d=8.17869e-018 t=24192
xue yuan 	學院	c=5 d=0.217407 t=24192
xue zhang 	學長	c=1 d=3.30862e-018 t=24192
xun 	訓	c=0 d=0.00096577 t=24192
xun 	詢	c=7 d=0.0275803 t=24192
xun 	迅	c=4 d=0.221451 t=24192
xun bao jia 	詢報價	c=6 d=1.12987 t=24192
xun huan 	循環	c=24 d=1.47114 t=24192
xun jia 	詢價	c=74 d=2.47447 t=24192
xun jia fang 	詢價方	c=3 d=2.53996 t=24192
xun lei 	迅雷	c=4 d=0.425283 t=24192
xun lian 	訓練	c=2 d=4.92151e-024 t=24192
xun long gao shou 	訓龍高手	c=1 d=0.00970611 t=24192
xun su 	迅速	c=1 d=1.61437e-017 t=24192
xun wen 	詢問	c=1 d=1.00395e-017 t=24192
xun xu jian jin 	循序漸進	c=2 d=2.46516e-018 t=24192
xun zhao 	尋找	c=6 d=0.00259284 t=24192
ya 	亞	c=2 d=4.93085e-006 t=24192
ya 	呀	c=16 d=1.88251 t=24192
ya 	雅	c=1 d=0.00755912 t=24192
ya hei 	雅黑	c=7 d=4.21883 t=24192
ya li 	壓力	c=2 d=1.86051e-010 t=24192
ya ma 	亞馬	c=1 d=1.92148e-007 t=24192
ya ma 	亞麻	c=1 d=5.22935e-021 t=24192
ya ma xun 	亞馬遜	c=7 d=0.00436124 t=24192
ya ru 	壓入	c=3 d=0.235656 t=24192
ya shua 	牙刷	c=1 d=0.193013 t=24192
ya suo 	壓縮	c=2 d=0.00113627 t=24192
ya zhou 	亞洲	c=1 d=7.33174e-026 t=24192
yan 	炎	c=1 d=0.0922253 t=24192
yan 	燕	c=2 d=1.09439e-019 t=24192
yan 	眼	c=0 d=1.20818e-020 t=24192
yan 	言	c=2 d=0.814647 t=24192
yan 	豔	c=1 d=0.83527 t=24192
yan 	閆	c=1 d=5.7644e-020 t=24192
yan bu jian 	眼不見	c=1 d=1.21424e-019 t=24192
yan fa bu 	研發部	c=1 d=0.980199 t=24192
yan ge 	嚴格	c=1 d=6.01007e-011 t=24192
yan jiang 	演講	c=2 d=1.23729e-005 t=24192
yan jin 	演進	c=1 d=0.117068 t=24192
yan jiu 	研究	c=2 d=0.156453 t=24192
yan li 	嚴厲	c=1 d=7.20148e-021 t=24192
yan lu 	沿路	c=0 d=0.0843665 t=24192
yan lun 	言論	c=1 d=7.05888e-021 t=24192
yan ma 	掩碼	c=1 d=0.0443785 t=24192
yan se 	顏色	c=10 d=0.975359 t=24192
yan xi 	沿襲	c=1 d=0.0505395 t=24192
yan zheng 	炎症	c=1 d=0.0898153 t=24192
yan zheng 	驗證	c=22 d=2.26456 t=24192
yan zheng ma 	驗證碼	c=0 d=4.61567e-024 t=24192
yang 	樣	c=2 d=0.154124 t=24192
yang 	洋	c=1 d=6.74368e-013 t=24192
yang 	陽	c=1 d=2.39717e-021 t=24192
yang ba 	樣吧	c=1 d=7.99876e-021 t=24192
yang chang bi duan 	揚長避短	c=1 d=0.130029 t=24192
yang cheng 	養成	c=1 d=0.0219278 t=24192
yang huo 	養活	c=0 d=9.69919e-025 t=24192
yang huo zi ji 	養活自己	c=1 d=9.74781e-024 t=24192
yang pu 	楊浦	c=1 d=0.218712 t=24192
yang pu qu 	楊浦區	c=2 d=5.54392e-006 t=24192
yang shi 	央視	c=3 d=5.82131e-018 t=24192
yang shi 	樣式	c=17 d=1.59379 t=24192
yang zhou 	揚州	c=1 d=0.433874 t=24192
yang zi 	樣子	c=1 d=0.000459671 t=24192
yao 	妖	c=1 d=0.00729913 t=24192
yao 	藥	c=1 d=0.00835412 t=24192
yao 	要	c=45 d=1.02478 t=24192
yao ai ma 	要捱罵	c=1 d=2.1672e-011 t=24192
yao bai 	搖擺	c=1 d=3.23639e-023 t=24192
yao bu 	要不	c=4 d=0.904837 t=24192
yao bu ni 	要不你	c=1 d=2.12429e-011 t=24192
yao bu yao 	要不要	c=2 d=1.67535e-012 t=24192
yao cong 	要從	c=1 d=0.0237541 t=24192
yao dai 	腰帶	c=0 d=8.02929e-008 t=24192
yao de 	要得	c=0 d=1.04007e-022 t=24192
yao de hua 	要的話	c=1 d=4.24835e-018 t=24192
yao de ma 	要得嗎	c=1 d=1.04528e-021 t=24192
yao deng 	要等	c=0 d=2.23282e-010 t=24192
yao deng dao 	要等道	c=1 d=2.24401e-009 t=24192
yao dian 	藥店	c=1 d=0.67368 t=24192
yao ding zhi 	要定製	c=1 d=8.21129e-006 t=24192
yao gei 	要給	c=1 d=1.35055e-006 t=24192
yao jia 	要加	c=1 d=0.0833256 t=24192
yao jiang 	要將	c=1 d=1.7558e-005 t=24192
yao kan 	要看	c=1 d=1.29244e-018 t=24192
yao li kai 	要離開	c=1 d=6.42811e-008 t=24192
yao mai 	要買	c=1 d=2.94258e-021 t=24192
yao me 	要麼	c=3 d=0.0462249 t=24192
yao me kao 	要麼靠	c=1 d=0.0424257 t=24192
yao qian 	要錢	c=0 d=1.49645e-008 t=24192
yao qiu 	要求	c=4 d=0.0595255 t=24192
yao qu 	要去	c=1 d=9.15488e-022 t=24192
yao shi 	要是	c=2 d=0.0990286 t=24192
yao shi 	鑰匙	c=2 d=0.817101 t=24192
yao shou shu 	要手術	c=1 d=1.08233e-019 t=24192
yao shuo 	要說	c=1 d=1.46453e-018 t=24192
yao ti jian 	要體檢	c=1 d=4.05162e-019 t=24192
yao wang 	要望	c=26 d=0.81437 t=24192
yao wang cai gou jia 	要望採購價	c=1 d=0.0254765 t=24192
yao wang jia 	要望價	c=49 d=3.92723 t=24192
yao wei 	要爲	c=2 d=1.19431e-012 t=24192
yao xian 	要先	c=1 d=1.95351e-025 t=24192
yao yao huang huang 	搖搖晃晃	c=1 d=0.00408677 t=24192
yao yao wang 	要要望	c=1 d=0.0315873 t=24192
yao yong 	要用	c=2 d=9.26294e-012 t=24192
yao zhi xing 	要執行	c=1 d=5.16219e-016 t=24192
ye 	也	c=28 d=1.75382 t=24192
ye 	頁	c=20 d=0.893866 t=24192
ye bu 	也不	c=1 d=1.55509e-018 t=24192
ye bu shi 	也不是	c=1 d=3.68443e-019 t=24192
ye bu zhi dao 	也不知道	c=1 d=0.117068 t=24192
ye hui 	也會	c=1 d=0.000665481 t=24192
ye jiu 	也就	c=4 d=0.0145524 t=24192
ye jiu shi 	也就是	c=6 d=0.0466538 t=24192
ye ke yi 	也可以	c=7 d=0.617127 t=24192
ye mei 	也沒	c=2 d=0.00516939 t=24192
ye mian 	頁面	c=206 d=6.06009 t=24192
ye mian shang 	頁面上	c=3 d=1.69773e-009 t=24192
ye neng 	也能	c=1 d=3.47885e-020 t=24192
ye qu 	也去	c=1 d=9.77137e-023 t=24192
ye shi 	也是	c=4 d=0.0781736 t=24192
ye shu 	頁數	c=1 d=0.00484407 t=24192
ye wu 	業務	c=27 d=0.74053 t=24192
ye wu biao 	業務表	c=4 d=0.192829 t=24192
ye wu liang 	業務量	c=1 d=3.71185e-018 t=24192
ye xiang 	也想	c=0 d=4.76612e-019 t=24192
ye xiang yao 	也想要	c=1 d=4.79001e-018 t=24192
ye yao 	也要	c=0 d=3.45797e-009 t=24192
ye yi yang 	也一樣	c=1 d=8.40887e-021 t=24192
ye ying 	夜鶯	c=1 d=0.00763509 t=24192
ye you 	也有	c=2 d=0.882497 t=24192
ye zai 	也在	c=1 d=3.7498e-020 t=24192
yi 	一	c=12 d=0.0695841 t=24192
yi 	以	c=9 d=0.284071 t=24192
yi 	已	c=19 d=0.68438 t=24192
yi 	怡	c=2 d=0.00208081 t=24192
yi 	易	c=2 d=2.10179e-025 t=24192
yi 	毅	c=1 d=1.63933e-021 t=24192
yi 	義	c=2 d=1.23101e-008 t=24192
yi 	藝	c=1 d=0.0071546 t=24192
yi 	衣	c=0 d=3.78942e-027 t=24192
yi an zhuang 	已安裝	c=1 d=0.000724521 t=24192
yi ba 	一把	c=1 d=0.0219278 t=24192
yi ban 	一般	c=9 d=0.0155083 t=24192
yi ban qing kuang xia 	一般情況下	c=1 d=2.95481e-011 t=24192
yi bei 	已被	c=1 d=0.506617 t=24192
yi bian 	一遍	c=2 d=0.218712 t=24192
yi bu 	一部	c=1 d=0.00129455 t=24192
yi bu 	異步	c=2 d=0.0555762 t=24192
yi bu diao yong 	一部調用	c=1 d=0.00375375 t=24192
yi bu fen 	一部分	c=1 d=3.15433e-015 t=24192
yi bu yi bu 	一步一步	c=1 d=0.217621 t=24192
yi bu yi bu zou 	一步一步走	c=1 d=3.66668e-021 t=24192
yi chang 	異常	c=12 d=0.609614 t=24192
yi chu 	已出	c=4 d=5.21662e-018 t=24192
yi chu 	溢出	c=1 d=5.07221e-015 t=24192
yi chu 	移除	c=1 d=0.00625109 t=24192
yi chuan 	遺傳	c=1 d=0.0495388 t=24192
yi ci 	一次	c=7 d=0.556536 t=24192
yi ci 	依次	c=2 d=3.96666e-005 t=24192
yi ci xing 	一次性	c=5 d=0.532592 t=24192
yi cun zai 	已存在	c=6 d=0.25795 t=24192
yi da dui 	一大堆	c=1 d=0.737123 t=24192
yi dao 	移到	c=3 d=0.254107 t=24192
yi deng lu 	已登錄	c=2 d=0.934287 t=24192
yi di 	一滴	c=1 d=0.0259911 t=24192
yi dian 	一點	c=2 d=1.42094 t=24192
yi dian dian 	一點點	c=3 d=0.472367 t=24192
yi ding 	一定	c=3 d=0.0526628 t=24192
yi dong 	易懂	c=1 d=5.54705e-009 t=24192
yi dong 	移動	c=14 d=0.802519 t=24192
yi du xing 	易讀性	c=1 d=6.8256e-008 t=24192
yi duan 	一段	c=3 d=0.00259284 t=24192
yi duan 	一端	c=1 d=8.38288e-014 t=24192
yi dui 	一堆	c=1 d=3.50057e-005 t=24192
yi dui duo 	一對多	c=1 d=0.00127476 t=24192
yi dun fan 	一頓飯	c=0 d=1.08513e-021 t=24192
yi fan zhuan 	已反轉	c=5 d=1.73938e-016 t=24192
yi fang mian 	一方面	c=0 d=1.09585e-019 t=24192
yi fen 	一份	c=1 d=1.63793e-011 t=24192
yi fen qian 	一分錢	c=1 d=1.213e-007 t=24192
yi fu 	衣服	c=3 d=8.76521e-006 t=24192
yi ge 	一個	c=59 d=2.84126 t=24192
yi ge biao zhun 	一個標準	c=1 d=2.25097e-016 t=24192
yi ge duo yue 	一個多月	c=1 d=1.27341e-020 t=24192
yi ge ge 	一個個	c=1 d=0.0275983 t=24192
yi ge ren 	一個人	c=4 d=0.117655 t=24192
yi ge xiao shi 	已個小時	c=1 d=7.87968e-021 t=24192
yi ge yue 	一個月	c=7 d=0.00887958 t=24192
yi gong 	一共	c=2 d=0.935426 t=24192
yi gong hua le 	一共花了	c=1 d=0.878095 t=24192
yi hang 	一行	c=10 d=0.362402 t=24192
yi he 	以和	c=1 d=3.00049e-015 t=24192
yi hou 	以後	c=13 d=0.60959 t=24192
yi huang 	一晃	c=1 d=0.00178203 t=24192
yi ji 	以及	c=7 d=0.543552 t=24192
yi jia 	宜家	c=3 d=1.19963e-020 t=24192
yi jia ren 	一家人	c=1 d=1.78878e-018 t=24192
yi jian 	一件	c=2 d=0.739828 t=24192
yi jiao 	一較	c=1 d=0.0424257 t=24192
yi jie jue 	已解決	c=2 d=0.533139 t=24192
yi jing 	已經	c=15 d=0.839914 t=24192
yi ju 	依據	c=1 d=0.529935 t=24192
yi ju hua 	一句話	c=1 d=0.00887071 t=24192
yi kan 	一看	c=1 d=0.109154 t=24192
yi ke 	一科	c=0 d=3.07802e-022 t=24192
yi ku 	一哭	c=1 d=4.89442e-007 t=24192
yi kuai 	一塊	c=3 d=3.03985e-014 t=24192
yi kuai qian 	一塊錢	c=1 d=0.256661 t=24192
yi lai 	依賴	c=35 d=3.02738 t=24192
yi lai zhu ru 	依賴注入	c=1 d=0.263158 t=24192
yi lan 	一覽	c=63 d=5.30044 t=24192
yi lao yong yi 	一勞永逸	c=1 d=3.9387e-010 t=24192
yi lie 	一列	c=1 d=0.0731714 t=24192
yi liu 	遺留	c=3 d=0.328745 t=24192
yi mao qian 	一毛錢	c=1 d=1.31403e-008 t=24192
yi ming 	一名	c=1 d=0.00238156 t=24192
yi nian 	一年	c=8 d=1.48993e-005 t=24192
yi pai 	一排	c=0 d=3.50057e-006 t=24192
yi pian 	一片	c=1 d=0.0550232 t=24192
yi pian 	一篇	c=1 d=1.16702e-023 t=24192
yi ping 	一平	c=1 d=0.0322254 t=24192
yi qi 	一起	c=7 d=0.0201412 t=24192
yi qi gei 	一起給	c=1 d=1.26272e-009 t=24192
yi qi kan 	一起看	c=1 d=4.44692e-026 t=24192
yi qian 	一千	c=1 d=0.177284 t=24192
yi qian 	以前	c=5 d=0.304031 t=24192
yi qian duo 	一千多	c=1 d=2.50494e-009 t=24192
yi qie 	一切	c=2 d=0.238115 t=24192
yi que ren 	已確認	c=2 d=0.0288686 t=24192
yi que yi guai 	一瘸一拐	c=2 d=0.00395233 t=24192
yi qun 	一羣	c=1 d=0.190139 t=24192
yi qun ren 	一羣人	c=1 d=0.0152222 t=24192
yi ru 	一如	c=0 d=4.08386e-025 t=24192
yi ru nian shao 	一如年少	c=1 d=4.10433e-024 t=24192
yi sa 	以撒	c=1 d=4.50248e-025 t=24192
yi shan chu 	已刪除	c=1 d=8.17312e-010 t=24192
yi sheng 	醫生	c=3 d=2.22933e-024 t=24192
yi sheng cheng 	已生成	c=3 d=0.838071 t=24192
yi shi 	一時	c=1 d=0.254107 t=24192
yi shu 	藝術	c=1 d=2.07614e-006 t=24192
yi shuang 	一雙	c=1 d=0.677057 t=24192
yi si 	意思	c=7 d=0.606531 t=24192
yi sou 	一搜	c=1 d=0.733447 t=24192
yi tai 	一臺	c=2 d=0.88692 t=24192
yi tao 	一套	c=1 d=0.0325493 t=24192
yi tian 	一天	c=2 d=0.484325 t=24192
yi tian jia 	已添加	c=1 d=7.06993e-010 t=24192
yi tiao 	一條	c=19 d=0.149569 t=24192
yi tuan 	一團	c=1 d=0.217621 t=24192
yi wai 	以外	c=2 d=0.0742736 t=24192
yi wan 	一萬	c=1 d=2.10458e-019 t=24192
yi wan cheng 	已完成	c=3 d=0.00402854 t=24192
yi wei 	以爲	c=1 d=0.722527 t=24192
yi wen 	疑問	c=2 d=0.0987662 t=24192
yi wu 	役物	c=0 d=4.56819e-020 t=24192
yi wu shi chu 	一無是處	c=1 d=3.40116e-019 t=24192
yi xi 	一席	c=1 d=0.00133343 t=24192
yi xia 	一下	c=17 d=1.29443 t=24192
yi xia 	以下	c=3 d=0.0284388 t=24192
yi xia xia 	一下下	c=1 d=0.56836 t=24192
yi xiang 	一項	c=2 d=3.80649e-008 t=24192
yi xiao kuai 	一小塊	c=1 d=4.46541e-016 t=24192
yi xie 	一些	c=6 d=0.396884 t=24192
yi xiu gai 	已修改	c=2 d=1.55752e-007 t=24192
yi yang 	一樣	c=5 d=0.214381 t=24192
yi yi 	意義	c=3 d=0.683861 t=24192
