# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	51595
#@/user_id	macbook
a 	啊	c=254 d=4.68748 t=51595
yi jie jue 	已解決	c=2 d=3.62023e-06 t=51595
yi jing 	已經	c=40 d=0.275213 t=51595
yi ju 	一句	c=1 d=1 t=49034
yi ju 	依據	c=1 d=3.59847e-06 t=51595
yi ju hua 	一句話	c=1 d=6.02357e-08 t=51595
yi kan 	一看	c=1 d=1.5764e-31 t=51595
yi ke 	一科	c=0 d=4.44527e-52 t=51595
yi ke shu 	一棵樹	c=1 d=2.11369e-11 t=51595
yi ku 	一哭	c=1 d=7.0685e-37 t=51595
yi ku 	移庫	c=13 d=0.00439059 t=51595
yi ku yi chu 	移庫移出	c=1 d=2.70004e-09 t=51595
yi ku zai tu 	移庫在途	c=1 d=2.78227e-09 t=51595
yi kuai 	一塊	c=3 d=4.39015e-44 t=51595
yi kuai qian 	一塊錢	c=1 d=1.74283e-06 t=51595
yi kuan 	一款	c=0 d=6.9144e-14 t=51595
yi la bao 	易拉寶	c=1 d=0.882497 t=51595
yi lai 	依賴	c=49 d=0.0846153 t=51595
yi lai bao 	依賴包	c=3 d=0.0411719 t=51595
yi lai zhu ru 	依賴注入	c=1 d=1.78695e-06 t=51595
yi lan 	一覽	c=63 d=3.59921e-05 t=51595
yi lao yong yi 	一勞永逸	c=1 d=5.68825e-40 t=51595
yi liang tian 	一兩天	c=1 d=0.339596 t=51595
yi lie 	一列	c=2 d=0.126186 t=51595
yi liu 	遺留	c=3 d=2.23231e-06 t=51595
yi lou 	一樓	c=1 d=3.01451e-11 t=51595
yi lv 	一律	c=1 d=0.0183156 t=51595
yi mao qian 	一毛錢	c=1 d=1.42342e-36 t=51595
yi mi wu 	一米五	c=1 d=2.44351e-11 t=51595
yi min 	移民	c=5 d=0.0259683 t=51595
yi ming 	一名	c=1 d=1.61718e-08 t=51595
yi nian 	一年	c=20 d=0.299692 t=51595
yi nian hou 	一年後	c=1 d=0.198891 t=51595
yi ning 	一檸	c=1 d=1 t=50114
yi pai 	一排	c=1 d=0.0380064 t=51595
yi pi gu 	一屁股	c=1 d=8.46281e-08 t=51595
yi pi gu zhai 	一屁股債	c=1 d=0.00882647 t=51595
yi pian 	一片	c=1 d=7.94642e-32 t=51595
yi pian 	一篇	c=1 d=2.40664e-38 t=51595
yi ping 	一平	c=1 d=4.65399e-32 t=51595
yi qi 	一起	c=16 d=0.553549 t=51595
yi qi gei 	一起給	c=1 d=1.82362e-39 t=51595
yi qi kan 	一起看	c=1 d=9.17047e-41 t=51595
yi qian 	一千	c=8 d=0.00265968 t=51595
yi qian 	以前	c=14 d=3.01682e-06 t=51595
yi qian duo 	一千多	c=2 d=7.83504e-13 t=51595
yi qie 	一切	c=2 d=1.6169e-06 t=51595
yi que ren 	已確認	c=2 d=1.96029e-07 t=51595
yi que yi guai 	一瘸一拐	c=2 d=2.68379e-08 t=51595
yi qun 	一羣	c=1 d=1.29112e-06 t=51595
yi qun ren 	一羣人	c=1 d=2.19839e-32 t=51595
yi ren 	一人	c=1 d=7.1422e-12 t=51595
yi ru 	一如	c=0 d=8.42176e-40 t=51595
yi ru 	移入	c=5 d=2.76862e-09 t=51595
yi ru nian shao 	一如年少	c=1 d=8.46397e-39 t=51595
yi sa 	以撒	c=1 d=9.28504e-40 t=51595
yi shan chu 	已刪除	c=1 d=5.54988e-15 t=51595
yi shang 	以上	c=4 d=0.0291982 t=51595
yi sheng 	醫生	c=3 d=4.59734e-39 t=51595
yi sheng cheng 	已生成	c=3 d=5.69084e-06 t=51595
yi shi 	一時	c=1 d=1.72549e-06 t=51595
yi shi dan 	伊勢丹	c=1 d=7.79331e-09 t=51595
yi shi yi ting 	一室一廳	c=4 d=0.000201267 t=51595
yi shu 	藝術	c=2 d=1.68696e-05 t=51595
yi shua 	一刷	c=1 d=1 t=51131
yi shuang 	一雙	c=2 d=0.0587232 t=51595
yi shuo 	一說	c=1 d=0.00516939 t=51595
yi si 	意思	c=12 d=0.0323869 t=51595
yi sou 	一搜	c=1 d=0.000246735 t=51595
yi suan chu 	已算出	c=1 d=0.00140882 t=51595
yi ta hu tu 	一塌糊塗	c=1 d=0.0120342 t=51595
yi tai 	一臺	c=3 d=0.00280879 t=51595
yi tang 	一趟	c=5 d=6.12765e-06 t=51595
yi tao 	一套	c=2 d=0.377192 t=51595
yi ti 	一提	c=2 d=0.14087 t=51595
yi ti 	一體	c=1 d=0.141564 t=51595
yi tian 	一天	c=6 d=0.145879 t=51595
yi tian jia 	已添加	c=1 d=4.80077e-15 t=51595
yi tiao 	一條	c=25 d=0.0230521 t=51595
yi ting 	一廳	c=0 d=3.25659e-09 t=51595
yi tuan 	一團	c=2 d=3.64529e-11 t=51595
yi wai 	以外	c=2 d=5.04348e-07 t=51595
yi wan 	一萬	c=10 d=0.025223 t=51595
yi wan cheng 	已完成	c=3 d=2.73554e-08 t=51595
yi wan duo 	一萬多	c=2 d=0.0015415 t=51595
yi wei 	以爲	c=2 d=1.01826e-07 t=51595
yi wen 	疑問	c=2 d=6.70662e-07 t=51595
yi wu 	役物	c=0 d=3.10199e-25 t=51595
yi wu shi chu 	一無是處	c=1 d=4.91195e-49 t=51595
yi xi 	一席	c=3 d=0.790571 t=51595
yi xia 	一下	c=55 d=2.03864 t=51595
yi xia 	以下	c=7 d=0.109156 t=51595
yi xia xia 	一下下	c=1 d=8.20824e-31 t=51595
yi xiang 	一項	c=2 d=5.49733e-38 t=51595
yi xiang 	意向	c=2 d=2.34225e-12 t=51595
yi xiao kuai 	一小塊	c=1 d=6.44893e-46 t=51595
yi xie 	一些	c=11 d=5.7864e-06 t=51595
yi xiu gai 	已修改	c=2 d=1.05762e-12 t=51595
yi xun lian 	已訓練	c=1 d=0.878095 t=51595
yi yan 	一眼	c=1 d=0.239309 t=51595
yi yang 	一樣	c=12 d=0.0303768 t=51595
yi yang yi yang 	一樣一樣	c=1 d=1.19226e-10 t=51595
yi ye 	一夜	c=5 d=1.39926e-06 t=51595
yi yi 	意義	c=3 d=4.64369e-06 t=51595
yi you 	已有	c=2 d=5.07048e-11 t=51595
yi yuan 	一元	c=1 d=5.18437e-37 t=51595
yi yuan 	醫院	c=8 d=0.0138771 t=51595
yi zhan 	一站	c=1 d=5.68747e-09 t=51595
yi zhang 	一張	c=5 d=0.0111647 t=51595
yi zhao 	依照	c=1 d=0.313486 t=51595
yi zhen 	一陣	c=1 d=2.11844e-08 t=51595
yi zhi 	一直	c=12 d=0.0303642 t=51595
yi zhi 	一紙	c=2 d=2.6085e-16 t=51595
yi zhi 	一致	c=4 d=4.44012e-08 t=51595
yi zhi ding 	已指定	c=3 d=2.09561e-14 t=51595
yi zhi kai 	一直開	c=1 d=1.06843e-14 t=51595
yi zhi shuo 	一直說	c=1 d=1 t=49772
yi zhi xing 	一致性	c=1 d=2.24325e-05 t=51595
yi zhong 	一種	c=8 d=1.88229e-06 t=51595
yi zhou 	一週	c=3 d=0.315058 t=51595
yi zi 	椅子	c=1 d=1.0313e-39 t=51595
yi zu 	一組	c=3 d=0.16696 t=51595
yi zu he 	已組合	c=2 d=4.24546e-10 t=51595
yin 	因	c=3 d=1.97025 t=51595
yin 	茵	c=1 d=1 t=51512
yin 	音	c=4 d=4.58466e-05 t=51595
yin biao 	音標	c=5 d=2.37422e-05 t=51595
yin cang 	隱藏	c=11 d=0.00011692 t=51595
yin chuan 	銀川	c=12 d=1.27795 t=51595
yin ci 	因此	c=3 d=1.2165e-43 t=51595
yin dao 	引導	c=1 d=6.41261e-09 t=51595
yin hang 	銀行	c=16 d=0.479635 t=51595
yin hang ka 	銀行卡	c=3 d=3.82357e-06 t=51595
yin hang ka hao 	銀行卡號	c=1 d=1.78264e-07 t=51595
yin hao 	引號	c=4 d=0.0154523 t=51595
yin jin 	引進	c=2 d=0.00831246 t=51595
yin liao 	飲料	c=1 d=8.4801e-32 t=51595
yin ni 	隱匿	c=1 d=8.09043e-08 t=51595
yin pin 	音頻	c=1 d=4.87332e-15 t=51595
yin qi 	引起	c=2 d=7.73154e-33 t=51595
yin qing 	引擎	c=7 d=1.82113e-06 t=51595
yin ru 	引入	c=12 d=0.995022 t=51595
yin she 	隱射	c=1 d=4.67985e-09 t=51595
yin wei 	因爲	c=25 d=0.895834 t=51595
yin xiang 	印象	c=2 d=8.74312e-09 t=51595
yin xiang 	音箱	c=2 d=1.62312e-14 t=51595
yin xing 	隱形	c=2 d=1.51514e-06 t=51595
yin yong 	引用	c=35 d=0.000710174 t=51595
yin yue 	音樂	c=6 d=0.23819 t=51595
ying 	應	c=2 d=0.000108366 t=51595
ying 	營	c=2 d=2.01736e-06 t=51595
ying bang 	英鎊	c=2 d=2.58108e-05 t=51595
ying da 	應答	c=3 d=1.19535e-11 t=51595
ying dui 	應對	c=1 d=8.5006e-31 t=51595
ying gai 	應該	c=67 d=0.901323 t=51595
ying gai shi 	應該是	c=3 d=0.00882647 t=51595
ying geng 	營更	c=1 d=9.61935e-15 t=51595
ying hua 	櫻花	c=1 d=3.23308e-11 t=51595
ying jian 	硬件	c=2 d=0.0347353 t=51595
ying jie sheng 	應屆生	c=2 d=2.278e-09 t=51595
ying pan 	硬盤	c=19 d=0.405128 t=51595
ying ping 	影評	c=0 d=5.09763e-16 t=51595
ying ping zhe 	影評者	c=1 d=5.12319e-15 t=51595
ying she 	映射	c=70 d=0.0085943 t=51595
ying she wen jian 	映射文件	c=6 d=1.33052e-06 t=51595
ying wen 	英文	c=25 d=1.47002 t=51595
ying xiang 	影響	c=6 d=0.000263399 t=51595
ying xiang li 	影響力	c=1 d=2.85911e-06 t=51595
ying xiong 	英雄	c=1 d=1.28154e-36 t=51595
ying yang shi 	營養師	c=1 d=1.32538e-20 t=51595
ying ye 	營業	c=3 d=6.9015e-06 t=51595
ying ye dan dang 	營業擔當	c=3 d=1.92817e-05 t=51595
ying ye ting 	營業廳	c=3 d=1.76947e-08 t=51595
ying yin 	影音	c=2 d=1.2354e-38 t=51595
ying yong 	應用	c=19 d=0.2334 t=51595
ying yong dao 	應用到	c=1 d=1.02298e-32 t=51595
ying yu 	英語	c=9 d=0.591555 t=51595
ying zai 	應在	c=1 d=7.0189e-13 t=51595
ying zhi 	英知	c=1 d=1.69132e-06 t=51595
yong 	勇	c=2 d=4.19237e-09 t=51595
yong 	用	c=110 d=0.900855 t=51595
yong bu dao 	用不到	c=2 d=2.11808e-06 t=51595
yong bu yong 	用不用	c=1 d=6.39366e-33 t=51595
yong cun 	永存	c=2 d=1.92898e-38 t=51595
yong dao 	用到	c=5 d=1.42004e-08 t=51595
yong de 	用的	c=4 d=0.00260584 t=51595
yong de ren 	用的人	c=1 d=8.85384e-10 t=51595
yong er 	泳兒	c=1 d=1 t=50748
yong fei 	永飛	c=1 d=1.87914e-39 t=51595
yong gong 	用工	c=1 d=5.03131e-08 t=51595
yong guo 	用過	c=5 d=0.0411719 t=51595
yong hao 	用好	c=1 d=2.12501e-15 t=51595
yong hu 	用戶	c=73 d=0.115911 t=51595
yong hu ming 	用戶名	c=19 d=0.0556636 t=51595
yong hu zu 	用戶組	c=2 d=2.14691e-08 t=51595
yong jin 	佣金	c=3 d=1.99026e-09 t=51595
yong jin 	用盡	c=2 d=4.3904e-43 t=51595
yong jin dui xiang 	佣金對象	c=1 d=7.11261e-22 t=51595
yong jiu 	永久	c=1 d=0.00798652 t=51595
yong jiu le 	用久了	c=1 d=7.46967e-10 t=51595
yong lai 	用來	c=4 d=0.126818 t=51595
yong le 	永樂	c=0 d=1.05195e-38 t=51595
yong le 	用了	c=2 d=0.0166557 t=51595
yong ni 	用你	c=1 d=2.90983e-07 t=51595
yong ni de 	用你的	c=1 d=2.63696e-25 t=51595
yong qi 	勇氣	c=2 d=4.75357e-31 t=51595
yong qi lai 	用起來	c=1 d=3.72273e-23 t=51595
yong she 	用設	c=1 d=3.85939e-06 t=51595
yong shen me 	用什麼	c=2 d=4.56275e-05 t=51595
yong shu biao 	用鼠標	c=1 d=4.05727e-06 t=51595
yong tu 	用途	c=2 d=2.46386e-13 t=51595
yong wo 	用我	c=2 d=3.6365e-12 t=51595
yong wo 	蛹臥	c=1 d=3.61836e-12 t=51595
yong xin 	用心	c=2 d=5.56542e-08 t=51595
yong yong 	用用	c=2 d=6.89303e-06 t=51595
yong yu 	用於	c=24 d=0.00392653 t=51595
yong zhe 	用着	c=2 d=3.68005e-05 t=51595
yong zhe ka 	用着卡	c=1 d=2.58079e-07 t=51595
you 	優	c=2 d=1.00191 t=50174
you 	又	c=19 d=0.133454 t=51595
you 	右	c=3 d=1.29156e-10 t=51595
you 	呦	c=1 d=2.42464e-08 t=51595
you 	悠	c=2 d=2.90983e-07 t=51595
you 	有	c=128 d=1.37762 t=51595
you 	油	c=0 d=1.6495e-36 t=51595
you 	由	c=10 d=0.000804733 t=51595
you 	遊	c=1 d=9.87799e-33 t=51595
you ban 	右半	c=0 d=2.17311e-44 t=51595
you ban bian 	右半邊	c=4 d=9.05278e-43 t=51595
you bi ji ben 	有筆記本	c=1 d=8.24517e-25 t=51595
you bi yao 	有必要	c=1 d=9.90692e-38 t=51595
you bian 	右邊	c=5 d=1.12098e-06 t=51595
you bian 	郵編	c=7 d=0.377023 t=51595
you bu 	又不	c=0 d=0.00305009 t=51595
you bu gui 	又不貴	c=1 d=4.46693e-20 t=51595
you bu hao wan 	又不好玩	c=1 d=7.01532e-07 t=51595
you bu mai fang 	有不買房	c=1 d=5.9862e-23 t=51595
you bu neng 	又不能	c=1 d=5.30461e-42 t=51595
you bu shi 	又不是	c=3 d=0.0138427 t=51595
you bu xiang qu 	又不想去	c=1 d=7.73418e-37 t=51595
you bu yi yang 	又不一樣	c=1 d=1.21887e-05 t=51595
you bu zhu 	又不住	c=2 d=0.0306538 t=51595
you ce 	右側	c=5 d=1.47907e-33 t=51595
you ci 	有次	c=1 d=2.22199e-40 t=51595
you ci ke zhi 	由此可知	c=1 d=6.60657e-36 t=51595
you cuo bie zi 	有錯別字	c=1 d=0.484325 t=51595
you da 	優達	c=9 d=0.00538021 t=51595
you dao 	有道	c=12 d=1.62451 t=51595
you dao li 	有道理	c=1 d=1.93144e-09 t=51595
you de 	有的	c=3 d=0.311923 t=51595
you di fang 	有地方	c=1 d=9.13093e-49 t=51595
you dian 	有點	c=16 d=0.600496 t=51595
you dian 	由點	c=1 d=5.91858e-07 t=51595
you dian gui 	有點貴	c=1 d=0.0319048 t=51595
you du 	有毒	c=1 d=0.0196437 t=51595
you duo 	有多	c=0 d=3.53083e-19 t=51595
you duo gui 	有多貴	c=1 d=3.54852e-18 t=51595
you duo shao 	有多少	c=2 d=1.48184e-09 t=51595
you er yuan 	幼兒園	c=5 d=1.6584e-10 t=51595
you fang zi 	有房子	c=1 d=1.07583e-07 t=51595
you fei 	郵費	c=1 d=1 t=49260
you gai 	又該	c=1 d=1 t=49084
you ge 	有個	c=10 d=0.293758 t=51595
you gen ni shuo 	有跟你說	c=1 d=5.47674e-06 t=51595
you guan 	有關	c=2 d=2.23043e-05 t=51595
you guan 	油管	c=1 d=8.46425e-10 t=51595
you gui lv 	有規律	c=1 d=3.96801e-09 t=51595
you hao duo zhong 	有好多種	c=1 d=1.8666e-19 t=51595
you he shi 	有合適	c=1 d=1.51932e-09 t=51595
you hen duo 	有很多	c=1 d=0.00609675 t=51595
you hen duo zhe yang 	有很多這樣	c=1 d=5.16379e-49 t=51595
you hou 	油猴	c=4 d=0.177284 t=51595
you hua 	優化	c=4 d=0.00522291 t=51595
you hui 	優惠	c=2 d=1.25599e-05 t=51595
you hui 	又會	c=1 d=5.46615e-42 t=51595
you huo 	誘惑	c=1 d=1.10037e-37 t=51595
you ji ge 	有幾個	c=2 d=8.52722e-13 t=51595
you ji hua 	有計劃	c=1 d=1.54728e-47 t=51595
you ji lu 	有記錄	c=1 d=0.000178665 t=51595
you jian 	右鍵	c=5 d=2.4059e-05 t=51595
you jian 	郵件	c=5 d=0.0220472 t=51595
you jin 	又近	c=1 d=5.63567e-19 t=51595
you ke neng 	有可能	c=1 d=2.63929e-06 t=51595
you kong 	有空	c=4 d=0.0120039 t=51595
you ku 	優酷	c=7 d=4.98125e-08 t=51595
you kuo hao 	有括號	c=1 d=1.13899e-31 t=51595
you le 	有了	c=1 d=2.61205e-31 t=51595
you lia 	有倆	c=1 d=0.470011 t=51595
you liang ge 	有兩個	c=1 d=0.0273237 t=51595
you liang zhong 	有兩種	c=1 d=2.72848e-44 t=51595
you liao jie 	有瞭解	c=1 d=1 t=47364
you long 	游龍	c=1 d=3.82152e-37 t=51595
you mai 	有賣	c=1 d=5.08707e-20 t=51595
you mei 	又沒	c=1 d=1.02522e-06 t=51595
you mei you 	有沒有	c=7 d=0.00172937 t=51595
you mei zuo 	又沒做	c=1 d=9.28217e-07 t=51595
you na me duo 	有那麼多	c=1 d=0.650509 t=51595
you nei rong 	有內容	c=1 d=4.07761e-06 t=51595
you neng 	又能	c=2 d=1.69132e-06 t=51595
you ni 	有你	c=1 d=5.53915e-51 t=51595
you ni de 	有你的	c=1 d=0.000117391 t=51595
you qi 	尤其	c=1 d=4.81977e-32 t=51595
you qian 	有錢	c=4 d=0.00263815 t=51595
you qian tu 	有前途	c=1 d=3.3656e-13 t=51595
you qu 	有趣	c=2 d=8.15618e-15 t=51595
you qu bie 	有區別	c=1 d=1.20093e-07 t=51595
you que dian 	優缺點	c=1 d=2.69261e-06 t=51595
you ren 	有人	c=2 d=6.74138e-09 t=51595
you ru 	猶如	c=1 d=1.90262e-38 t=51595
you shang xia 	有上下	c=1 d=2.03642e-14 t=51595
you shen me 	有什麼	c=5 d=0.00337959 t=51595
you shen me shi 	有什麼事	c=1 d=1 t=47577
you shi 	優勢	c=7 d=2.00473e-06 t=51595
you shi 	有事	c=1 d=9.23716e-38 t=51595
you shi hou 	有時候	c=1 d=1.5535e-06 t=51595
you shi jian 	有時間	c=10 d=0.169483 t=51595
you shu ju 	有數據	c=1 d=1 t=51486
you shuo 	又說	c=1 d=1 t=51352
you ti shi 	有提示	c=1 d=6.51617e-21 t=51595
you tu 	優圖	c=1 d=0.00036159 t=51595
you wang 	有望	c=0 d=1.39528e-08 t=51595
you wang jia 	有望價	c=1 d=1.40227e-07 t=51595
you wei 	尤爲	c=0 d=4.06626e-33 t=51595
you wei zhong yao 	尤爲重要	c=1 d=4.08663e-32 t=51595
you wen 	有問	c=1 d=0.109701 t=51595
you wen ti 	有問題	c=3 d=0.0349094 t=51595
you wu 	有誤	c=2 d=5.1217e-11 t=51595
you xi 	遊戲	c=16 d=6.12939e-07 t=51595
you xi ji 	遊戲機	c=1 d=1.04689e-39 t=51595
you xia jiao 	右下角	c=1 d=0.11475 t=51595
you xia la kuang 	有下拉框	c=1 d=2.24013e-18 t=51595
you xian 	悠閒	c=1 d=5.14799e-13 t=51595
you xian 	有線	c=8 d=1.69212e-32 t=51595
you xian 	有限	c=3 d=4.92329e-17 t=51595
you xian ji 	優先級	c=5 d=0.0221274 t=51595
you xiang 	又想	c=1 d=1.37825e-39 t=51595
you xiang 	郵箱	c=16 d=0.00719046 t=51595
you xiao 	有效	c=44 d=0.0424406 t=51595
you xiao guo 	有效果	c=1 d=0.0129715 t=51595
you xiao qi 	有效期	c=34 d=3.10781e-05 t=51595
you xiao wu xiao 	有效無效	c=1 d=9.93117e-08 t=51595
you xiao xing 	有效性	c=14 d=2.35153e-06 t=51595
you xie 	有些	c=3 d=0.130029 t=51595
you xiu 	優秀	c=1 d=1.12827e-08 t=51595
you xu 	有序	c=16 d=2.70142e-15 t=51595
you ya 	優雅	c=5 d=2.28411e-10 t=51595
you yao 	又要	c=1 d=0.0366992 t=51595
you yi 	有意	c=1 d=1.02104e-39 t=51595
you yi dian 	有一點	c=1 d=1 t=50575
you yi ge 	有一個	c=1 d=0.181772 t=51595
you yi ku 	優衣庫	c=1 d=1 t=49028
you yi pai 	有一排	c=1 d=5.08086e-35 t=51595
you yi si 	有意思	c=1 d=1.06989e-30 t=51595
you yong ma 	有用嗎	c=1 d=7.04043e-49 t=51595
you you 	又有	c=2 d=9.66099e-07 t=51595
you you hui 	有優惠	c=1 d=1.50395e-07 t=51595
you yu 	有雨	c=1 d=0.183599 t=51595
you yu 	有餘	c=2 d=3.74841e-08 t=51595
you yu 	由於	c=5 d=9.45977e-39 t=51595
you zhe 	有着	c=1 d=2.32268e-32 t=51595
you zhi 	優質	c=3 d=6.27076e-19 t=51595
you zhi 	又直	c=1 d=7.29889e-32 t=51595
you zhong 	有種	c=3 d=2.29628e-06 t=51595
you zi biao 	有子表	c=4 d=2.0205e-20 t=51595
yu 	俞	c=1 d=2.23244e-07 t=51595
yu 	域	c=6 d=5.48369e-06 t=51595
yu 	宇	c=6 d=0.00733997 t=51595
yu 	於	c=9 d=2.90572e-06 t=51595
yu 	羽	c=1 d=1.08665e-07 t=51595
yu 	與	c=141 d=1.92871 t=51595
yu 	雨	c=6 d=3.37581e-30 t=51595
yu 	預	c=0 d=0.038868 t=51595
yu 	餘	c=7 d=0.000220719 t=51595
yu 	魚	c=1 d=4.18568e-49 t=51595
yu ce 	預測	c=46 d=3.02629 t=51595
yu chu li 	預處理	c=3 d=0.211858 t=51595
yu dao 	遇到	c=9 d=0.371503 t=51595
yu de shui 	魚得水	c=1 d=2.4367e-37 t=51595
yu ding 	預訂	c=2 d=2.54295e-09 t=51595
yu e 	餘額	c=4 d=0.00882647 t=51595
yu fa 	語法	c=4 d=0.000586461 t=51595
yu fen xi 	與分析	c=1 d=3.242e-14 t=51595
yu fu shi tong 	與富士通	c=33 d=7.694e-06 t=51595
yu fu wu qi 	與服務器	c=1 d=6.65595e-06 t=51595
yu gu 	預估	c=2 d=1.5772 t=51595
yu hen 	雨痕	c=3 d=0.000337144 t=51595
yu huo 	慾火	c=0 d=5.5461e-08 t=51595
yu huo fei 	慾火非	c=1 d=5.5739e-07 t=51595
yu huo fei 	與或費	c=1 d=1.288e-07 t=51595
yu jie shi 	與解釋	c=1 d=6.23707e-06 t=51595
yu ju 	語句	c=16 d=0.00406639 t=51595
yu ju kuai 	語句塊	c=1 d=3.0447e-40 t=51595
yu jun 	于軍	c=1 d=2.2213e-07 t=51595
yu kuai 	愉快	c=2 d=2.49202e-07 t=51595
yu lan 	預覽	c=1 d=8.06927e-36 t=51595
yu liu 	預留	c=1 d=1.06567e-13 t=51595
yu mao 	羽毛	c=1 d=6.4279e-37 t=51595
yu men 	與門	c=1 d=5.91858e-07 t=51595
yu mi 	玉米	c=1 d=2.90973e-36 t=51595
yu ming 	域名	c=5 d=1.12031e-05 t=51595
yu qi 	語氣	c=1 d=0.024972 t=51595
yu qi 	逾期	c=5 d=7.63649e-07 t=51595
yu qian 	餘錢	c=2 d=4.68783e-12 t=51595
yu tai da 	雨太大	c=1 d=3.86453e-51 t=51595
yu wang 	慾望	c=1 d=1.35078e-08 t=51595
yu wen 	語文	c=1 d=2.83404e-20 t=51595
yu xi 	玉溪	c=2 d=1.46697 t=51595
yu xiu lu 	御秀路	c=1 d=1.82777e-07 t=51595
yu xuan 	餘弦	c=2 d=1.94178e-13 t=51595
yu xun lian 	預訓練	c=1 d=0.390628 t=51595
yu yan 	語言	c=38 d=0.0612181 t=51595
yu yi 	寓意	c=1 d=6.17691e-39 t=51595
yu yin 	語音	c=20 d=0.0614218 t=51595
yu you wen ti 	與有問題	c=1 d=1.66212e-07 t=51595
yu yue 	預約	c=7 d=0.130029 t=51595
yu zhi 	與之	c=1 d=1.61042e-47 t=51595
yu zhong 	語種	c=2 d=1.02358e-18 t=51595
yuan 	元	c=8 d=0.00298648 t=51595
yuan 	原	c=1 d=0.873716 t=51595
yuan 	員	c=1 d=0.778801 t=51595
yuan 	園	c=2 d=8.05213e-08 t=51595
yuan 	媛	c=1 d=9.61277e-07 t=51595
yuan 	源	c=11 d=0.238242 t=51595
yuan 	猿	c=1 d=4.40657e-07 t=51595
yuan 	苑	c=8 d=6.36306e-06 t=51595
yuan 	袁	c=1 d=4.48779e-16 t=51595
yuan 	遠	c=3 d=1.68289e-06 t=51595
yuan 	院	c=1 d=3.0448e-11 t=51595
yuan ben 	原本	c=1 d=4.14135e-12 t=51595
yuan bi zhong 	原幣種	c=2 d=2.50979e-24 t=51595
yuan cang ku 	原倉庫	c=1 d=5.23024e-23 t=51595
yuan chan di 	原產地	c=1 d=2.4401e-24 t=51595
yuan chang 	原廠	c=27 d=9.49706e-06 t=51595
yuan cheng 	遠程	c=17 d=0.00806687 t=51595
yuan da tou 	冤大頭	c=1 d=1.89255e-05 t=51595
yuan dai ma 	源代碼	c=3 d=7.79776e-08 t=51595
yuan de 	遠的	c=0 d=0.1 t=47936
yuan de hen 	遠的很	c=1 d=1 t=47937
yuan di 	原地	c=1 d=3.5472e-43 t=51595
yuan du 	怨毒	c=1 d=3.4681e-13 t=51595
yuan gong 	員工	c=54 d=1.89399e-05 t=51595
yuan gong guan li 	員工管理	c=1 d=5.26468e-12 t=51595
yuan ji hua 	原計劃	c=1 d=3.56135e-31 t=51595
yuan jia 	原價	c=1 d=6.13252e-13 t=51595
yuan lai 	原來	c=3 d=4.08816e-07 t=51595
yuan le 	遠了	c=1 d=4.45995e-31 t=51595
yuan li 	原理	c=10 d=1.60884e-06 t=51595
yuan ma 	源碼	c=11 d=3.04325e-05 t=51595
yuan mian 	原棉	c=1 d=3.02859e-07 t=51595
yuan qi 	遠期	c=1 d=1.78659e-33 t=51595
yuan sheng 	原生	c=4 d=1.80728e-06 t=51595
yuan shi 	原始	c=39 d=0.00170683 t=51595
yuan shi bi zhong 	原始幣種	c=1 d=5.27831e-13 t=51595
yuan shi cai gou 	原始採購	c=2 d=2.0432e-09 t=51595
yuan shi cai gou dan jia 	原始採購單價	c=1 d=0.00278085 t=51595
yuan su 	元素	c=56 d=0.0555762 t=51595
yuan tong 	圓通	c=1 d=1.51514e-06 t=51595
yuan wang 	冤枉	c=1 d=0.000335463 t=51595
yuan wang 	願望	c=1 d=0.00033379 t=51595
yuan wen 	原文	c=2 d=4.30816e-07 t=51595
yuan wen jian 	原文件	c=4 d=4.32975e-06 t=51595
yuan xian 	原先	c=1 d=1.09735e-34 t=51595
yuan xing 	原型	c=2 d=5.71927e-08 t=51595
yuan yi 	願意	c=2 d=0.408608 t=51595
yuan yin 	原因	c=5 d=3.10473e-05 t=51595
yuan you 	原有	c=1 d=4.15998e-06 t=51595
yuan ze 	原則	c=3 d=0.000703108 t=51595
yuan zhang 	院長	c=1 d=5.69212e-48 t=51595
yuan zhuang 	原裝	c=3 d=1.68519e-47 t=51595
yuan zhui 	圓錐	c=1 d=1 t=48606
yue 	月	c=25 d=3.99194 t=51595
yue 	約	c=5 d=1.62071e-05 t=51595
yue 	越	c=1 d=1.47769e-35 t=51595
yue 	躍	c=1 d=1.36245e-21 t=51595
yue bu dao 	約不到	c=1 d=1 t=49177
yue ceng 	躍層	c=3 d=4.59116e-11 t=51595
yue chang 	越長	c=1 d=9.68597e-08 t=51595
yue cheng 	約撐	c=1 d=2.00535e-39 t=51595
yue da 	越大	c=3 d=0.0191242 t=51595
yue de 	約的	c=1 d=8.67557e-06 t=51595
yue di 	月底	c=1 d=0.00192083 t=51595
yue ding 	約定	c=1 d=2.16271e-16 t=51595
yue du 	閱讀	c=6 d=0.00140208 t=51595
yue fen 	月份	c=7 d=0.000160054 t=51595
yue hao 	約好	c=1 d=2.3469e-07 t=51595
yue jun 	月均	c=1 d=0.00878245 t=51595
yue lai 	越來	c=1 d=1.47032e-35 t=51595
yue lai yue 	越來越	c=1 d=4.61881e-31 t=51595
yue le 	約了	c=3 d=1.60122 t=51595
yue nan 	越南	c=2 d=4.32694e-20 t=51595
