# Rime user dictionary
#@/db_name	double_pinyin_flypy.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	5468
#@/user_id	macbook
a 	啊	c=53 d=5.16558 t=5468
shi dai 	時代	c=4 d=0.0490458 t=5468
shi de 	使得	c=2 d=2.50624e-05 t=5468
shi de 	是的	c=14 d=2.41738 t=5468
shi er 	十二	c=2 d=0.00657192 t=5468
shi er yue fen 	十二月份	c=1 d=4.12925e-07 t=5468
shi fen zhong 	十分鐘	c=1 d=0.063609 t=5468
shi ge 	是個	c=1 d=0.697676 t=5468
shi hou 	時候	c=8 d=0.979029 t=5468
shi jian 	事件	c=1 d=2.83066e-06 t=5468
shi jian 	實踐	c=1 d=3.65348e-08 t=5468
shi jian 	時間	c=4 d=0.0198627 t=5468
shi kong 	時空	c=1 d=3.74597e-08 t=5468
shi ma 	是嗎	c=2 d=0.431711 t=5468
shi ni 	是你	c=1 d=7.81082e-06 t=5468
shi pin 	視頻	c=5 d=0.520683 t=5468
shi qing 	事情	c=1 d=0.427415 t=5468
shi qu 	時區	c=2 d=0.425283 t=5468
shi shi 	試試	c=2 d=0.0130394 t=5468
shi tian 	十天	c=1 d=0.00139481 t=5468
shi wan 	十萬	c=1 d=0.339596 t=5468
shi wo 	是我	c=1 d=1 t=5310
shi yan shi 	實驗室	c=1 d=4.78593e-08 t=5468
shi yao 	是要	c=1 d=4.91895e-07 t=5468
shi yong 	使用	c=16 d=0.913931 t=5468
shi yong 	實用	c=0 d=5.75656e-05 t=5468
shi yong 	試用	c=1 d=1 t=5437
shi yong gong ju 	實用工具	c=1 d=0.000578542 t=5468
shi yue 	十月	c=3 d=1.35457 t=5322
shi zhan 	實戰	c=5 d=4.61132 t=4496
shi zhe ge 	是這個	c=1 d=0.0065062 t=5468
shi zhong 	時鐘	c=1 d=1.41637e-07 t=5468
shi zhong xin 	市中心	c=2 d=1.53794 t=5231
shou 	手	c=1 d=0.831104 t=5468
shou 	收	c=3 d=0.32628 t=5468
shou 	首	c=1 d=2.4001e-06 t=5468
shou bu dao 	收不到	c=1 d=2.3469e-07 t=5468
shou dao 	收到	c=0 d=0.000683978 t=5468
shou fei 	收費	c=1 d=3.04377e-07 t=5468
shou hou 	售後	c=1 d=0.000645813 t=5468
shou ji 	手機	c=2 d=0.187787 t=5468
shou jian ren 	收件人	c=1 d=1 t=4946
shou quan 	授權	c=3 d=0.0177457 t=5468
shou shi 	收拾	c=0 d=0.0433874 t=5468
shou shi shou shi 	收拾收拾	c=1 d=0.436049 t=5468
shu 	數	c=1 d=6.80798e-07 t=5468
shu 	樹	c=2 d=0.985277 t=5077
shu 	輸	c=1 d=0.927743 t=5468
shu biao 	鼠標	c=4 d=0.14912 t=5468
shu chu 	輸出	c=1 d=6.22097e-05 t=5468
shu fu 	舒服	c=2 d=0.0262531 t=5468
shu ju 	數據	c=9 d=0.206581 t=5468
shu ju ji 	數據集	c=1 d=0.00279479 t=5468
shu li 	數理	c=0 d=3.42239e-05 t=5468
shu li tong ji 	數理統計	c=1 d=0.000343955 t=5468
shu liang 	數量	c=2 d=0.0617303 t=5468
shu ma 	數碼	c=1 d=0.212248 t=5468
shu mei 	樹莓	c=0 d=9.2136e-09 t=5468
shu mei pai 	樹莓派	c=13 d=1.39553e-06 t=5468
shu qian 	書籤	c=2 d=0.0092436 t=5468
shu ru 	輸入	c=1 d=6.09778e-05 t=5468
shu ru fa 	輸入法	c=2 d=0.995012 t=5468
shu xing 	屬性	c=1 d=0.00324708 t=5468
shu xue 	數學	c=9 d=0.0409131 t=5468
shu zi 	數字	c=3 d=2.15933e-06 t=5468
shuai 	摔	c=2 d=0.0118926 t=5468
shuai jian 	衰減	c=1 d=2.53624e-08 t=5468
shuai shuai 	甩甩	c=5 d=1.37071 t=5468
shuang 	爽	c=2 d=4.0222e-05 t=5468
shuang 	雙	c=1 d=1.10307e-07 t=5468
shuang pin 	雙拼	c=4 d=0.909373 t=5468
shuang xiang 	雙向	c=1 d=1.56911e-06 t=5468
shui 	水	c=3 d=0.00209558 t=5468
shui 	睡	c=1 d=0.0938184 t=5468
shui 	誰	c=1 d=0.0081887 t=5468
shui ba 	睡吧	c=1 d=0.126818 t=5468
shui guo 	水果	c=1 d=1.55726e-05 t=5468
shui jiao 	睡覺	c=1 d=0.892528 t=5468
shui jiao jiao 	睡教教	c=1 d=0.778801 t=5468
shui jiao jiao 	睡覺覺	c=1 d=0.782705 t=5468
shui le 	睡了	c=1 d=0.0812707 t=5468
shui na me zao 	睡那麼早	c=1 d=0.120032 t=5468
shui ping 	水平	c=1 d=0.0188734 t=5468
shui yi 	睡衣	c=1 d=8.25245e-06 t=5468
shui zhao 	睡着	c=0 d=5.90229e-05 t=5468
shun xu 	順序	c=1 d=1.24994e-07 t=5468
shuo 	說	c=8 d=0.518904 t=5468
shuo bu ding 	說不定	c=1 d=0.0471227 t=5468
shuo cuo 	說錯	c=0 d=8.96139e-06 t=5468
shuo cuo le 	說錯了	c=1 d=9.00631e-05 t=5468
shuo de 	說的	c=1 d=0.00196945 t=5468
shuo guo 	說過	c=1 d=0.12938 t=5468
shuo hua 	說話	c=1 d=0.0471227 t=5468
shuo ming 	說明	c=1 d=0.0266491 t=5468
shuo ni 	說你	c=1 d=1 t=4904
shuo shi 	碩士	c=1 d=5.03046e-06 t=5468
shuo yi xia 	說一下	c=1 d=1 t=5158
si 	斯	c=2 d=0.00340975 t=5468
si 	絲	c=4 d=6.61868e-06 t=5468
si da 	四大	c=1 d=1.77834e-08 t=5468
si kao 	思考	c=1 d=9.053e-07 t=5468
si le 	死了	c=1 d=0.628135 t=5468
si nian 	思念	c=1 d=3.78362e-08 t=5468
si ran 	似然	c=14 d=0.0282628 t=5468
si ruo 	似若	c=1 d=0.680451 t=5468
si shi 	死侍	c=1 d=1 t=4616
si wa 	絲襪	c=1 d=7.33822e-07 t=5468
si yu 	思域	c=1 d=1 t=5030
song ni 	送你	c=0 d=0.00713613 t=5468
song ni ke 	送你顆	c=1 d=0.071719 t=5468
song wo 	送我	c=1 d=0.0156858 t=5468
sou 	搜	c=1 d=0.650581 t=5468
sou gou 	搜狗	c=3 d=0.904837 t=5468
sou suo 	搜索	c=4 d=0.623585 t=5468
sou yi sou 	搜一搜	c=1 d=0.0695994 t=5468
sou yi xia 	搜一下	c=1 d=0.0682212 t=5468
su 	蘇	c=1 d=1 t=4618
su du 	速度	c=2 d=0.0238787 t=5468
suan 	算	c=1 d=0.176428 t=5468
suan fa 	算法	c=18 d=1.12666 t=5468
suan yi xia 	算一下	c=1 d=0.053397 t=5468
sui bian 	隨便	c=1 d=0.0564161 t=5468
sui ji 	隨機	c=4 d=0.942619 t=5468
suo 	索	c=1 d=0.818731 t=5468
suo 	鎖	c=1 d=0.0672055 t=5468
suo fang 	縮放	c=1 d=0.843665 t=5468
suo xiao 	縮小	c=1 d=1 t=4867
suo yi 	所以	c=4 d=0.000306292 t=5468
suo yin 	索引	c=2 d=2.22812e-06 t=5468
suo zai 	所在	c=1 d=2.99845e-07 t=5468
ta 	他	c=4 d=0.432954 t=5468
ta 	她	c=1 d=0.582748 t=5468
ta 	它	c=2 d=0.0475963 t=5468
ta men 	他們	c=2 d=0.595858 t=5468
ta men 	它們	c=1 d=0.529935 t=5468
ta shui jiao 	她睡覺	c=1 d=1 t=5298
ta yi qian 	她以前	c=1 d=2.01478e-06 t=5468
tai 	台	c=2 d=0.0428516 t=5468
tai 	太	c=2 d=0.532592 t=5468
tai cha 	太差	c=1 d=0.543351 t=5468
tai deng 	檯燈	c=1 d=1 t=4429
tai duo 	太多	c=1 d=0.188247 t=5468
tai duo le 	太多了	c=1 d=3.51812e-05 t=5468
tai gan 	太乾	c=1 d=0.0101529 t=5468
tai le 	泰勒	c=2 d=0.00222758 t=5468
tai leng 	太冷	c=1 d=3.04325e-05 t=5468
tai mo hu 	台模糊	c=1 d=1 t=5040
tan 	談	c=1 d=1 t=4829
tan tan 	談談	c=2 d=1.99005 t=4980
tan xing 	彈性	c=1 d=0.16696 t=5468
tan zi 	攤子	c=1 d=1 t=5215
tang 	湯	c=2 d=0.00419001 t=5468
tang 	趟	c=0 d=2.03468e-05 t=5468
tang guo 	糖果	c=1 d=0.0424257 t=5468
tang zai 	躺在	c=1 d=0.275271 t=5468
tang zhe 	躺着	c=1 d=0.56836 t=5468
tao 	濤	c=1 d=5.80138e-07 t=5468
tao bao 	淘寶	c=2 d=1.99626e-06 t=5468
tao bao wang 	淘寶網	c=1 d=9.51715e-07 t=5468
te bie 	特別	c=3 d=0.140166 t=5468
te shu 	特殊	c=1 d=4.8091e-06 t=5468
te zheng 	特徵	c=1 d=1 t=5009
teng 	疼	c=2 d=0.271273 t=5468
teng xun 	騰訊	c=7 d=0.132853 t=5468
ti 	題	c=1 d=1 t=5076
ti du 	梯度	c=3 d=0.00131792 t=5468
ti jiao 	提交	c=1 d=1 t=4681
ti shi 	提示	c=1 d=4.23378e-07 t=5468
tian 	填	c=2 d=0.0746571 t=5468
tian 	天	c=2 d=0.0973347 t=5468
tian 	添	c=1 d=0.282239 t=5468
tian 	田	c=4 d=0.000163092 t=5468
tian 	舔	c=1 d=0.0466538 t=5468
tian cai 	天才	c=0 d=6.23601e-05 t=5468
tian cai ba 	天才吧	c=1 d=0.000626727 t=5468
tian hao 	填好	c=1 d=0.00222055 t=5468
tian jia 	添加	c=9 d=0.895834 t=5468
tian kong 	天空	c=0 d=0.0960789 t=5468
tian kong zhi cheng 	天空之城	c=1 d=0.965605 t=5468
tian lai 	天籟	c=1 d=1.78725e-08 t=5468
tian mao 	天貓	c=1 d=1.15086e-06 t=5468
tian qi 	天氣	c=1 d=0.396531 t=5468
tian tian 	天天	c=1 d=3.39711e-05 t=5468
tiao 	挑	c=1 d=0.0227153 t=5468
tiao jian 	條件	c=1 d=0.060205 t=5468
tiao liao 	調料	c=1 d=2.06045e-05 t=5468
tiao shi 	調試	c=2 d=5.31964e-08 t=5468
tie 	鐵	c=1 d=1.73414e-06 t=5468
tie hao 	貼好	c=1 d=0.00733572 t=5468
tie mo 	貼膜	c=2 d=1.99501 t=4613
tie quan 	鐵拳	c=1 d=1.45573e-06 t=5468
tie zhi 	貼紙	c=1 d=0.0518189 t=5468
ting 	挺	c=2 d=0.218712 t=5468
ting 	聽	c=0 d=0.0216536 t=5468
ting duo 	挺多	c=1 d=0.00202943 t=5468
ting gao xiao 	聽高校	c=1 d=0.217621 t=5468
ting ke yi 	挺可以	c=1 d=1 t=5227
ting mang 	挺忙	c=1 d=0.298197 t=5468
ting zhi 	停止	c=1 d=7.52398e-07 t=5468
tong 	同	c=1 d=0.00271219 t=5468
tong bu 	同步	c=1 d=0.000278804 t=5468
tong chang 	通常	c=1 d=0.00349997 t=5468
tong ji 	統計	c=4 d=0.00583046 t=5468
tong ji xue 	統計學	c=2 d=0.000339632 t=5468
tong li 	同理	c=1 d=0.00179097 t=5468
tong shi 	同時	c=3 d=0.0277367 t=5468
tong shi jiao 	同時交	c=1 d=1 t=4841
tou 	投	c=1 d=3.65286e-06 t=5468
tou fa 	頭髮	c=1 d=0.00400585 t=5468
tu 	吐	c=2 d=0.0415857 t=5468
tu chu 	突出	c=1 d=7.92887e-06 t=5468
tu chuang 	圖牀	c=10 d=7.34627 t=4903
tu pian 	圖片	c=11 d=0.581703 t=5468
tu xiang 	圖像	c=1 d=0.0319048 t=5468
tu xing 	圖形	c=1 d=9.23588e-07 t=5468
tuan 	團	c=8 d=4.41855 t=5468
tuan dui 	團隊	c=1 d=0.215456 t=5468
tuan dui xie zuo 	團隊協作	c=1 d=0.0510474 t=5468
tui 	推	c=2 d=0.522046 t=5468
tui dao 	推導	c=1 d=0.433874 t=5468
tui jian 	推薦	c=2 d=2.14543e-06 t=5468
tui kuan 	退款	c=2 d=6.63533e-06 t=5468
tui lun 	推論	c=1 d=7.59831e-05 t=5468
tuo yi 	拖移	c=1 d=0.0190631 t=5468
wa fang 	瓦房	c=4 d=0.86618 t=5468
wa gong 	瓦工	c=0 d=5.61539e-07 t=5468
wa wa 	娃娃	c=1 d=3.97693e-06 t=5468
wai 	外	c=1 d=0.995012 t=5468
wai jie 	外接	c=2 d=1.01259 t=5418
wai mai 	外賣	c=0 d=0.0186374 t=5468
wan 	晚	c=2 d=0.26054 t=5468
wan 	灣	c=1 d=3.05164e-08 t=5468
wan 	玩	c=2 d=0.0555801 t=5468
wan 	碗	c=3 d=0.113505 t=5468
wan 	萬	c=5 d=1.13461 t=5468
wan cheng 	完成	c=2 d=0.000126458 t=5468
wan er 	玩兒	c=1 d=0.0441572 t=5468
wan quan 	完全	c=1 d=7.94804e-05 t=5468
wan shang 	晚上	c=12 d=0.66976 t=5468
wan shen me 	玩什麼	c=1 d=4.71388e-06 t=5468
wan yi 	萬一	c=1 d=0.111917 t=5468
wang 	旺	c=1 d=0.0845849 t=5468
wang 	枉	c=1 d=2.91687e-06 t=5468
wang 	王	c=2 d=0.425266 t=5468
wang 	網	c=2 d=0.0259916 t=5468
wang luo 	網絡	c=3 d=0.0261214 t=5468
wang pan 	網盤	c=4 d=0.625127 t=5468
wang shang 	網上	c=1 d=0.0300468 t=5468
wang su 	網速	c=2 d=1.70856 t=5468
wang yi 	網易	c=6 d=3.78139 t=5468
wang yi yun 	網易雲	c=1 d=1.99507e-08 t=5468
wang you 	網友	c=1 d=0.246597 t=5468
wang zhi 	網址	c=4 d=2.0126e-06 t=5468
wei 	尾	c=1 d=0.000141247 t=5468
wei 	未	c=2 d=7.83075e-08 t=5468
wei 	爲	c=2 d=0.00318281 t=5468
wei 	維	c=1 d=0.000126534 t=5468
wei 	衛	c=1 d=0.00538036 t=5468
wei ji fen 	微積分	c=2 d=0.000137812 t=5468
wei lai 	未來	c=1 d=0.000119762 t=5468
wei le 	爲了	c=1 d=0.0581343 t=5468
wei sha 	爲啥	c=3 d=0.874607 t=5468
wei shen me 	爲什麼	c=3 d=1.67032e-07 t=5468
wei xin 	微信	c=3 d=0.0175975 t=5468
wei xin qun 	微信羣	c=1 d=4.76125e-06 t=5468
wei zhi 	位置	c=2 d=1.89583 t=5468
wen 	問	c=4 d=0.645507 t=5468
wen 	文	c=3 d=1.87883 t=5468
wen dang 	文檔	c=1 d=3.35577e-08 t=5468
wen guo 	問過	c=1 d=0.00357068 t=5468
wen he 	吻合	c=1 d=9.85447e-05 t=5468
wen jian 	文件	c=10 d=2.72283 t=5468
wen jian jia 	文件夾	c=1 d=0.701173 t=5468
wen ming 	文明	c=6 d=0.00416761 t=5468
wen ni 	問你	c=1 d=1 t=5131
wen shi tu 	文氏圖	c=1 d=0.00178203 t=5468
wen ti 	問題	c=5 d=0.327475 t=5468
wen wen 	問問	c=0 d=0.00672055 t=5468
wen zhou 	溫州	c=1 d=0.315058 t=5468
wen zi 	文字	c=1 d=1 t=5035
wo 	我	c=78 d=4.06393 t=5468
wo ba ma 	我爸媽	c=1 d=1 t=5114
wo bi ni 	我比你	c=1 d=0.121846 t=5468
wo bu neng 	我不能	c=1 d=2.07113e-07 t=5468
wo bu zhi dao 	我不知道	c=1 d=0.232236 t=5468
wo cao 	我艹	c=1 d=0.0199405 t=5468
wo dao 	我倒	c=1 d=3.45738e-06 t=5468
wo de 	我的	c=4 d=0.99005 t=5468
wo de shi jian 	我的時間	c=1 d=4.29704e-05 t=5468
wo gang gang 	我剛剛	c=1 d=2.18824e-07 t=5468
wo kan dao 	我看到	c=1 d=0.04573 t=5468
wo kan kan 	我看看	c=1 d=0.0176857 t=5468
wo kan xia 	我看下	c=1 d=1 t=5448
wo mei 	我沒	c=2 d=0.000111278 t=5468
wo men 	我們	c=5 d=0.0581348 t=5468
wo shi 	臥室	c=1 d=2.96811e-05 t=5468
wo shui le 	我睡了	c=1 d=2.1232e-05 t=5468
wo ye 	我也	c=0 d=0.012493 t=5468
wo ye mei mai 	我也沒買	c=1 d=0.125556 t=5468
wo yong de 	我用的	c=1 d=1 t=5306
wo zai 	我在	c=0 d=2.35866e-08 t=5468
wo zai shi shi 	我在試試	c=1 d=2.37049e-07 t=5468
wo zheng 	我正	c=0 d=0.0133989 t=5468
wo zheng zai 	我正在	c=1 d=0.13466 t=5468
wu 	五	c=1 d=1 t=4745
wu 	吳	c=2 d=0.0144076 t=5468
wu cha 	誤差	c=5 d=0.0958472 t=5468
wu en da 	吳恩達	c=5 d=2.45475 t=5468
wu guan 	無關	c=1 d=0.0407622 t=5468
wu li 	屋裏	c=1 d=0.810584 t=5468
wu lin 	武林	c=1 d=5.99251e-06 t=5468
wu liu 	五六	c=1 d=0.0399551 t=5468
wu ma 	無碼	c=1 d=0.408608 t=5468
wu suo wei 	無所謂	c=1 d=0.771052 t=5468
wu wei 	武威	c=1 d=0.00873865 t=5468
xi 	洗	c=2 d=0.0833737 t=5468
xi 	習	c=1 d=1 t=4691
xi bu xi 	洗不洗	c=1 d=8.29382e-06 t=5468
xi hao 	洗好	c=1 d=0.104874 t=5468
xi huan 	喜歡	c=2 d=0.0457332 t=5468
xi li 	犀利	c=1 d=1.51514e-06 t=5468
xi lie 	系列	c=9 d=0.515734 t=5468
xi shu 	係數	c=1 d=0.000367055 t=5468
xi tong 	系統	c=9 d=0.731662 t=5468
xi tou 	洗頭	c=0 d=0.0332871 t=5468
xi wang 	希望	c=0 d=1.18591e-07 t=5468
xi wang ni 	希望你	c=2 d=2.38968e-06 t=5468
xi yi ji 	洗衣機	c=1 d=2.35298e-08 t=5468
xia 	下	c=3 d=0.650516 t=5468
xia che 	下車	c=1 d=0.0123389 t=5468
xia chu fang 	下廚房	c=1 d=0.379083 t=5468
xia de 	下的	c=0 d=2.1287e-07 t=5468
xia de lai 	下的來	c=1 d=2.13937e-06 t=5468
xia hua xian 	下劃線	c=1 d=1 t=5087
xia jiang 	下降	c=2 d=0.00101793 t=5468
xia jue xin 	下決心	c=1 d=0.138069 t=5468
xia le 	下了	c=1 d=0.010889 t=5468
xia luo te 	夏洛特	c=2 d=2.8467e-06 t=5468
xia mian 	下面	c=1 d=2.88039e-05 t=5468
xia qu 	下去	c=0 d=0.0726149 t=5468
xia wu 	下午	c=1 d=0.369723 t=5468
xia xia 	下下	c=0 d=2.17207e-09 t=5468
xia xia xia xia 	下下下下	c=1 d=2.18296e-08 t=5468
xia yi ci 	下一次	c=1 d=5.04348e-07 t=5468
xia zai 	下載	c=6 d=0.632767 t=5468
xian 	先	c=2 d=0.00171711 t=5468
xian 	線	c=7 d=1.95092 t=5468
xian 	險	c=1 d=0.00451658 t=5468
xian ba 	先把	c=2 d=0.173777 t=5468
xian deng lu 	先登錄	c=1 d=4.53999e-05 t=5468
xian ka 	顯卡	c=1 d=1 t=5419
xian shi 	顯示	c=2 d=0.00995182 t=5468
xian shi qi 	顯示器	c=2 d=0.00990218 t=5468
xian xing 	線性	c=6 d=0.786636 t=5468
xian yu 	閒魚	c=2 d=0.0303606 t=5468
xian zai 	現在	c=12 d=0.904405 t=5468
xiang 	像	c=1 d=0.0536647 t=5468
xiang 	向	c=2 d=0.162376 t=5468
xiang 	想	c=1 d=0.126818 t=5468
xiang 	項	c=0 d=3.12783e-05 t=5468
xiang ce 	相冊	c=1 d=2.76124e-08 t=5468
xiang de 	想得	c=1 d=7.54217e-06 t=5468
xiang guan 	相關	c=1 d=0.000365224 t=5468
xiang ji 	相機	c=3 d=0.0959354 t=5468
xiang jiao 	香蕉	c=1 d=0.0735345 t=5468
xiang jie 	詳解	c=1 d=1 t=4662
xiang le 	響了	c=1 d=2.10788e-08 t=5468
xiang liang 	向量	c=1 d=1 t=4502
xiang mu 	項目	c=1 d=1 t=5409
xiang qi lai 	想起來	c=1 d=1.21279e-05 t=5468
xiang shang 	向上	c=2 d=5.36274e-05 t=5468
xiang yao 	想要	c=1 d=1.28468e-06 t=5468
xiang zi 	箱子	c=1 d=0.00146632 t=5468
xiao 	小	c=3 d=0.175527 t=5468
xiao de 	小的	c=1 d=0.0389686 t=5468
xiao guo 	效果	c=1 d=1 t=5050
xiao jie 	小姐	c=1 d=0.0149956 t=5468
xiao lv 	效率	c=1 d=1 t=4905
xiao ma ge 	小馬哥	c=1 d=1 t=5308
xiao min 	小民	c=1 d=0.0526021 t=5468
xiao nai mao 	小奶貓	c=1 d=0.0223708 t=5468
xiao qing 	小青	c=0 d=0.0145148 t=5468
xiao qing cai 	小青菜	c=1 d=0.145876 t=5468
xiao qu 	小區	c=1 d=0.0590129 t=5468
xiao shi 	小時	c=3 d=0.0235822 t=5468
xiao si 	笑死	c=8 d=0.833922 t=5468
xiao xi 	消息	c=1 d=1.24671e-06 t=5468
xiao yang 	小楊	c=1 d=1 t=4918
xie 	些	c=1 d=0.0118674 t=5468
xie 	協	c=2 d=0.000524063 t=5468
xie 	寫	c=2 d=2.26295e-05 t=5468
xie 	斜	c=1 d=0.0216013 t=5468
xie 	謝	c=8 d=0.764387 t=5468
xie 	鞋	c=1 d=0.606531 t=5468
xie de 	寫的	c=1 d=0.0152222 t=5468
xie fang cha 	協方差	c=1 d=0.000368894 t=5468
xie jin guo 	些金國	c=2 d=0.186031 t=5468
xie xie 	謝謝	c=5 d=0.02601 t=5468
xie zai 	卸載	c=4 d=0.0135328 t=5468
xie zhu 	協助	c=1 d=0.0977834 t=5468
xie zuo 	協作	c=0 d=0.00507928 t=5468
xin 	信	c=1 d=1.56129e-06 t=5468
xin 	新	c=0 d=0.0923116 t=5468
xin de 	新的	c=2 d=0.0432828 t=5468
xin fang 	新房	c=1 d=1 t=5343
xin hai cheng 	新海城	c=1 d=0.927743 t=5468
xin hao 	信號	c=0 d=0.0537944 t=5468
xin hua 	新華	c=1 d=1 t=4635
xin lei 	心累	c=1 d=0.0761538 t=5468
xin man yi zu 	心滿意足	c=1 d=0.0804596 t=5468
xin qu 	新區	c=1 d=0.008396 t=5468
xin ren 	新人	c=1 d=1 t=5397
xin ru 	心如	c=0 d=0.00238732 t=5468
xin xi 	信息	c=8 d=1.48291 t=5468
xin yong 	信用	c=1 d=1.53037e-06 t=5468
xin yong ka 	信用卡	c=2 d=3.04583e-06 t=5468
xing 	型	c=2 d=0.000714198 t=5468
xing 	性	c=1 d=5.38128e-05 t=5468
xing le 	行了	c=1 d=1 t=4652
xing ming 	姓名	c=1 d=0.00114769 t=5468
xing neng 	性能	c=1 d=0.0413782 t=5468
xiong 	兇	c=1 d=1.80958e-07 t=5468
xiong 	熊	c=1 d=1 t=4801
xiu 	修	c=1 d=6.22203e-07 t=5468
xiu gai 	修改	c=4 d=1.96062 t=5468
xiu xi 	休息	c=1 d=0.255381 t=5468
xiu xiu 	羞羞	c=2 d=2.91162e-06 t=5468
xu bu xu yao 	需不需要	c=1 d=1.04909e-05 t=5468
xu ni 	虛擬	c=1 d=2.89532e-07 t=5468
xu ni ji 	虛擬機	c=1 d=2.49203e-07 t=5468
xu yao 	需要	c=2 d=1.80881e-05 t=5468
xuan 	軒	c=4 d=0.000162278 t=5468
xuan 	選	c=1 d=0.017163 t=5468
xuan ze 	選擇	c=2 d=0.101266 t=5468
xue 	學	c=1 d=0.0578443 t=5468
xue 	雪	c=1 d=0.280832 t=5468
xue li cai 	學理財	c=1 d=1.37451e-07 t=5468
xue xi 	學習	c=43 d=2.46941 t=5468
xue xi lv 	學習率	c=1 d=2.52359e-08 t=5468
xue xiao 	學校	c=2 d=0.0919291 t=5468
xun huan 	循環	c=2 d=0.0360864 t=5468
xun lei 	迅雷	c=1 d=2.00992e-07 t=5468
xun lian 	訓練	c=7 d=0.00376 t=5468
xun lian ji 	訓練集	c=1 d=7.86896e-05 t=5468
xun zhao 	尋找	c=1 d=0.0029528 t=5468
ya 	呀	c=14 d=0.526291 t=5468
ya ma ha 	雅馬哈	c=1 d=0.97531 t=5468
ya suo 	壓縮	c=1 d=5.51844e-07 t=5468
ya yin 	牙齦	c=1 d=0.737123 t=5468
yai 	崖	c=1 d=0.379083 t=5468
yan 	嚴	c=1 d=0.0170774 t=5468
yan se 	顏色	c=2 d=1.01046 t=5451
yan zheng 	驗證	c=1 d=0.000997758 t=5468
yan zheng ma 	驗證碼	c=2 d=0.548812 t=5468
yang ben 	樣本	c=4 d=0.0673837 t=5468
yang mao 	羊毛	c=0 d=3.62588e-08 t=5468
yang mao dang 	羊毛黨	c=1 d=3.64405e-07 t=5468
yang pu qu 	楊浦區	c=1 d=5.94824e-07 t=5468
yao 	藥	c=1 d=0.118837 t=5468
yao 	要	c=12 d=1.18668 t=5468
yao bu 	要不	c=2 d=0.0164111 t=5468
yao hui lai 	要回來	c=1 d=1 t=5146
yao kan 	要看	c=0 d=0.0135335 t=5468
yao tian 	要填	c=1 d=0.00199922 t=5468
ye 	也	c=13 d=0.615268 t=5468
ye 	爺	c=0 d=7.22896e-08 t=5468
ye 	野	c=12 d=0.691543 t=5468
ye 	頁	c=2 d=2.21191e-06 t=5468
ye de 	也得	c=1 d=1.46657e-05 t=5468
ye gou 	也夠	c=1 d=0.00153381 t=5468
ye jiu 	也就	c=1 d=0.000191619 t=5468
ye jiu shi 	也就是	c=1 d=8.52434e-05 t=5468
ye ke yi 	也可以	c=3 d=0.151829 t=5468
ye neng 	也能	c=2 d=0.690734 t=5468
ye qu 	也去	c=1 d=0.000713734 t=5468
ye shi 	也是	c=1 d=1 t=4658
ye xing 	也行	c=2 d=0.0278332 t=5468
ye you 	也有	c=2 d=0.257947 t=5468
ye zai 	也在	c=1 d=0.296805 t=5468
yi 	一	c=1 d=0.00105946 t=5468
yi 	以	c=1 d=1 t=4840
yi 	已	c=1 d=1 t=4895
yi 	易	c=2 d=0.0430854 t=5468
yi 	毅	c=3 d=0.000923896 t=5468
yi 	衣	c=1 d=5.46353e-07 t=5468
yi ban 	一半	c=1 d=0.0720785 t=5468
yi ban 	一般	c=3 d=0.0717197 t=5468
yi bi 	一筆	c=1 d=0.0422141 t=5468
yi ceng 	一層	c=3 d=1.44867 t=5468
yi chu qu 	一出去	c=1 d=0.204948 t=5468
yi ding 	一定	c=0 d=0.0511709 t=5468
yi dong 	移動	c=2 d=0.634454 t=5468
yi fen 	一份	c=2 d=0.230999 t=5468
yi fu 	衣服	c=1 d=0.044601 t=5468
yi ge 	一個	c=12 d=0.977563 t=5468
yi gong 	一共	c=1 d=6.37845e-05 t=5468
yi hou 	以後	c=5 d=0.128735 t=5468
yi hui 	一會	c=1 d=5.70025e-06 t=5468
yi jing 	已經	c=2 d=0.128304 t=5468
yi li nuo 	伊利諾	c=1 d=4.88178e-06 t=5468
yi liang che 	一輛車	c=0 d=0.00144076 t=5468
yi nian 	一年	c=2 d=0.497901 t=5468
yi pi gu zhai 	一屁股債	c=1 d=7.24644e-06 t=5468
yi qi 	一起	c=2 d=0.0206554 t=5468
yi qi 	儀器	c=1 d=0.0448245 t=5468
yi qi chi 	一起吃	c=0 d=0.0612626 t=5468
yi qi chi ma 	一起吃嗎	c=1 d=0.615697 t=5468
yi qian 	以前	c=2 d=0.757991 t=5468
yi si 	意思	c=0 d=2.12356e-08 t=5468
yi sou 	一搜	c=0 d=0.00692522 t=5468
yi tao 	一套	c=0 d=0.1 t=5116
yi wai 	以外	c=1 d=8.21129e-06 t=5468
yi wan 	一萬	c=2 d=0.501576 t=5468
yi wei 	以爲	c=1 d=0.000731802 t=5468
yi xi 	一席	c=2 d=2.60574e-05 t=5468
yi xia 	一下	c=7 d=1.25602 t=5468
yi xie 	一些	c=3 d=0.847894 t=5468
yi yang 	一樣	c=4 d=0.143014 t=5468
yi yi 	意義	c=1 d=0.000382034 t=5468
yi yuan 	醫院	c=3 d=0.032459 t=5468
yi zhang 	一張	c=1 d=4.5864e-07 t=5468
yi zhi 	一支	c=3 d=0.360928 t=5468
yi zhi 	一直	c=3 d=5.38941e-07 t=5468
yi zhi 	一紙	c=0 d=1.99956e-06 t=5468
